batch_id,source_system,target_system,period,start_time,end_time,record_count,total_amount,status,error_message
ALLOC_202507_05,ALLOCATION_ENGINE,MANAGEMENT_LEDGER,2025-07,2025-07-28 22:00:00,2025-07-28 22:05:00,8,14479550.91,SUCCESS,
ALLOC_202507_06,ALLOCATION_ENGINE,MANAGEMENT_LEDGER,2025-07,2025-07-28 22:00:00,2025-07-28 22:05:00,8,4110526.82,SUCCESS,
ALLOC_202507_07,ALLOCATION_ENGINE,MANAGEMENT_LEDGER,2025-07,2025-07-28 22:00:00,2025-07-28 22:05:00,8,1761619.07,SUCCESS,
ALLOC_202507_08,ALLOCATION_ENGINE,MANAGEMENT_LEDGER,2025-07,2025-07-28 22:00:00,2025-07-28 22:05:00,8,13889986.03,SUCCESS,
ALLOC_202507_09,ALLOCATION_ENGINE,MANAGEMENT_LEDGER,2025-07,2025-07-28 22:00:00,2025-07-28 22:05:00,8,436700.96,SUCCESS,
ALLOC_202507_10,ALLOCATION_ENGINE,MANAGEMENT_LEDGER,2025-07,2025-07-28 22:00:00,2025-07-28 22:05:00,8,14680707.37,SUCCESS,
ALLOC_202508_01,ALLOCATION_ENGINE,MANAGEMENT_LEDGER,2025-08,2025-08-28 22:00:00,2025-08-28 22:05:00,8,2342955.28,SUCCESS,
ALLOC_202508_02,ALLOCATION_ENGINE,MANAGEMENT_LEDGER,2025-08,2025-08-28 22:00:00,2025-08-28 22:05:00,7,16744029.02,WARNING,分摊比例不为100%或分摊因子缺失
ALLOC_202508_03,ALLOCATION_ENGINE,MANAGEMENT_LEDGER,2025-08,2025-08-28 22:00:00,2025-08-28 22:05:00,8,2624929.17,SUCCESS,
ALLOC_202508_04,ALLOCATION_ENGINE,MANAGEMENT_LEDGER,2025-08,2025-08-28 22:00:00,2025-08-28 22:05:00,8,9689555.3,SUCCESS,
ALLOC_202508_05,ALLOCATION_ENGINE,MANAGEMENT_LEDGER,2025-08,2025-08-28 22:00:00,2025-08-28 22:05:00,8,4664085.16,SUCCESS,
ALLOC_202508_06,ALLOCATION_ENGINE,MANAGEMENT_LEDGER,2025-08,2025-08-28 22:00:00,2025-08-28 22:05:00,8,7629430.91,SUCCESS,
ALLOC_202508_07,ALLOCATION_ENGINE,MANAGEMENT_LEDGER,2025-08,2025-08-28 22:00:00,2025-08-28 22:05:00,8,15893601.48,SUCCESS,
ALLOC_202508_08,ALLOCATION_ENGINE,MANAGEMENT_LEDGER,2025-08,2025-08-28 22:00:00,2025-08-28 22:05:00,8,13391957.08,SUCCESS,
ALLOC_202508_09,ALLOCATION_ENGINE,MANAGEMENT_LEDGER,2025-08,2025-08-28 22:00:00,2025-08-28 22:05:00,8,6329784.8,SUCCESS,
ALLOC_202508_10,ALLOCATION_ENGINE,MANAGEMENT_LEDGER,2025-08,2025-08-28 22:00:00,2025-08-28 22:05:00,8,1398422.56,SUCCESS,
ALLOC_202509_01,ALLOCATION_ENGINE,MANAGEMENT_LEDGER,2025-09,2025-09-28 22:00:00,2025-09-28 22:05:00,8,8279087.67,SUCCESS,
ALLOC_202509_02,ALLOCATION_ENGINE,MANAGEMENT_LEDGER,2025-09,2025-09-28 22:00:00,2025-09-28 22:05:00,8,20774684.28,SUCCESS,
ALLOC_202509_03,ALLOCATION_ENGINE,MANAGEMENT_LEDGER,2025-09,2025-09-28 22:00:00,2025-09-28 22:05:00,8,10220342.0,SUCCESS,
ALLOC_202509_04,ALLOCATION_ENGINE,MANAGEMENT_LEDGER,2025-09,2025-09-28 22:00:00,2025-09-28 22:05:00,8,4167328.13,SUCCESS,
ALLOC_202509_05,ALLOCATION_ENGINE,MANAGEMENT_LEDGER,2025-09,2025-09-28 22:00:00,2025-09-28 22:05:00,8,2041637.52,SUCCESS,
ALLOC_202509_06,ALLOCATION_ENGINE,MANAGEMENT_LEDGER,2025-09,2025-09-28 22:00:00,2025-09-28 22:05:00,8,16853122.29,SUCCESS,
ALLOC_202509_07,ALLOCATION_ENGINE,MANAGEMENT_LEDGER,2025-09,2025-09-28 22:00:00,2025-09-28 22:05:00,8,2843709.6,SUCCESS,
ALLOC_202509_08,ALLOCATION_ENGINE,MANAGEMENT_LEDGER,2025-09,2025-09-28 22:00:00,2025-09-28 22:05:00,8,15059313.1,SUCCESS,
ALLOC_202509_09,ALLOCATION_ENGINE,MANAGEMENT_LEDGER,2025-09,2025-09-28 22:00:00,2025-09-28 22:05:00,8,6926373.31,SUCCESS,
ALLOC_202509_10,ALLOCATION_ENGINE,MANAGEMENT_LEDGER,2025-09,2025-09-28 22:00:00,2025-09-28 22:05:00,8,5802709.92,SUCCESS,
ALLOC_202510_01,ALLOCATION_ENGINE,MANAGEMENT_LEDGER,2025-10,2025-10-28 22:00:00,2025-10-28 22:05:00,8,1875330.67,SUCCESS,
ALLOC_202510_02,ALLOCATION_ENGINE,MANAGEMENT_LEDGER,2025-10,2025-10-28 22:00:00,2025-10-28 22:05:00,8,17849717.09,SUCCESS,
ALLOC_202510_03,ALLOCATION_ENGINE,MANAGEMENT_LEDGER,2025-10,2025-10-28 22:00:00,2025-10-28 22:05:00,8,835422.4,SUCCESS,
ALLOC_202510_04,ALLOCATION_ENGINE,MANAGEMENT_LEDGER,2025-10,2025-10-28 22:00:00,2025-10-28 22:05:00,8,2865571.52,SUCCESS,
ALLOC_202510_05,ALLOCATION_ENGINE,MANAGEMENT_LEDGER,2025-10,2025-10-28 22:00:00,2025-10-28 22:05:00,8,8884206.01,SUCCESS,
ALLOC_202510_06,ALLOCATION_ENGINE,MANAGEMENT_LEDGER,2025-10,2025-10-28 22:00:00,2025-10-28 22:05:00,8,27265837.89,SUCCESS,
ALLOC_202510_07,ALLOCATION_ENGINE,MANAGEMENT_LEDGER,2025-10,2025-10-28 22:00:00,2025-10-28 22:05:00,8,4129824.17,SUCCESS,
ALLOC_202510_08,ALLOCATION_ENGINE,MANAGEMENT_LEDGER,2025-10,2025-10-28 22:00:00,2025-10-28 22:05:00,8,729588.16,SUCCESS,
ALLOC_202510_09,ALLOCATION_ENGINE,MANAGEMENT_LEDGER,2025-10,2025-10-28 22:00:00,2025-10-28 22:05:00,8,1577902.34,SUCCESS,
ALLOC_202510_10,ALLOCATION_ENGINE,MANAGEMENT_LEDGER,2025-10,2025-10-28 22:00:00,2025-10-28 22:05:00,8,21846758.77,SUCCESS,
ALLOC_202511_01,ALLOCATION_ENGINE,MANAGEMENT_LEDGER,2025-11,2025-11-28 22:00:00,2025-11-28 22:05:00,8,5629765.14,SUCCESS,
ALLOC_202511_02,ALLOCATION_ENGINE,MANAGEMENT_LEDGER,2025-11,2025-11-28 22:00:00,2025-11-28 22:05:00,8,2415589.06,SUCCESS,
ALLOC_202511_03,ALLOCATION_ENGINE,MANAGEMENT_LEDGER,2025-11,2025-11-28 22:00:00,2025-11-28 22:05:00,8,7631680.74,SUCCESS,
ALLOC_202511_04,ALLOCATION_ENGINE,MANAGEMENT_LEDGER,2025-11,2025-11-28 22:00:00,2025-11-28 22:05:00,8,6444277.64,SUCCESS,
ALLOC_202511_05,ALLOCATION_ENGINE,MANAGEMENT_LEDGER,2025-11,2025-11-28 22:00:00,2025-11-28 22:05:00,8,3852688.01,SUCCESS,
ALLOC_202511_06,ALLOCATION_ENGINE,MANAGEMENT_LEDGER,2025-11,2025-11-28 22:00:00,2025-11-28 22:05:00,8,17819675.88,SUCCESS,
ALLOC_202511_07,ALLOCATION_ENGINE,MANAGEMENT_LEDGER,2025-11,2025-11-28 22:00:00,2025-11-28 22:05:00,8,4863930.54,SUCCESS,
ALLOC_202511_08,ALLOCATION_ENGINE,MANAGEMENT_LEDGER,2025-11,2025-11-28 22:00:00,2025-11-28 22:05:00,8,15458477.43,SUCCESS,
ALLOC_202511_09,ALLOCATION_ENGINE,MANAGEMENT_LEDGER,2025-11,2025-11-28 22:00:00,2025-11-28 22:05:00,8,25247613.46,SUCCESS,
ALLOC_202511_10,ALLOCATION_ENGINE,MANAGEMENT_LEDGER,2025-11,2025-11-28 22:00:00,2025-11-28 22:05:00,8,10756018.22,SUCCESS,
ALLOC_202512_01,ALLOCATION_ENGINE,MANAGEMENT_LEDGER,2025-12,2025-12-28 22:00:00,2025-12-28 22:05:00,8,7878290.12,SUCCESS,
ALLOC_202512_02,ALLOCATION_ENGINE,MANAGEMENT_LEDGER,2025-12,2025-12-28 22:00:00,2025-12-28 22:05:00,8,3116214.84,SUCCESS,
ALLOC_202512_03,ALLOCATION_ENGINE,MANAGEMENT_LEDGER,2025-12,2025-12-28 22:00:00,2025-12-28 22:05:00,8,16373261.52,SUCCESS,
ALLOC_202512_04,ALLOCATION_ENGINE,MANAGEMENT_LEDGER,2025-12,2025-12-28 22:00:00,2025-12-28 22:05:00,8,1275472.07,SUCCESS,
ALLOC_202512_05,ALLOCATION_ENGINE,MANAGEMENT_LEDGER,2025-12,2025-12-28 22:00:00,2025-12-28 22:05:00,8,1129303.06,SUCCESS,
ALLOC_202512_06,ALLOCATION_ENGINE,MANAGEMENT_LEDGER,2025-12,2025-12-28 22:00:00,2025-12-28 22:05:00,8,307563.68,SUCCESS,
ALLOC_202512_07,ALLOCATION_ENGINE,MANAGEMENT_LEDGER,2025-12,2025-12-28 22:00:00,2025-12-28 22:05:00,8,9774052.68,SUCCESS,
ALLOC_202512_08,ALLOCATION_ENGINE,MANAGEMENT_LEDGER,2025-12,2025-12-28 22:00:00,2025-12-28 22:05:00,8,41797417.8,SUCCESS,
ALLOC_202512_09,ALLOCATION_ENGINE,MANAGEMENT_LEDGER,2025-12,2025-12-28 22:00:00,2025-12-28 22:05:00,8,1930448.07,SUCCESS,
ALLOC_202512_10,ALLOCATION_ENGINE,MANAGEMENT_LEDGER,2025-12,2025-12-28 22:00:00,2025-12-28 22:05:00,8,24710730.34,SUCCESS,
