driver_id,period,rule_id,target_id,target_type,driver_value,driver_weight
DRV00039_B006,2025-04,RULE_202504_09_V2,B006,BRANCH,62.18,0.04231683
DRV00039_B007,2025-04,RULE_202504_09_V2,B007,BRANCH,97.47,0.06633036
DRV00039_B008,2025-04,RULE_202504_09_V2,B008,BRANCH,225.64,0.15355497
DRV00040_B001,2025-04,RULE_202504_10_V2,B001,BRANCH,199.37,0.15212366
DRV00040_B002,2025-04,RULE_202504_10_V2,B002,BRANCH,210.56,0.16066511
DRV00040_B003,2025-04,RULE_202504_10_V2,B003,BRANCH,115.6,0.08820668
DRV00040_B004,2025-04,RULE_202504_10_V2,B004,BRANCH,59.49,0.04539447
DRV00040_B005,2025-04,RULE_202504_10_V2,B005,BRANCH,146.91,0.11209373
DRV00040_B006,2025-04,RULE_202504_10_V2,B006,BRANCH,211.8,0.16160649
DRV00040_B007,2025-04,RULE_202504_10_V2,B007,BRANCH,244.5,0.18655798
DRV00040_B008,2025-04,RULE_202504_10_V2,B008,BRANCH,122.34,0.09335186
DRV00041_B001,2025-05,RULE_202505_01_V2,B001,BRANCH,150.24,0.10922707
DRV00041_B002,2025-05,RULE_202505_01_V2,B002,BRANCH,422.22,0.30696658
DRV00041_B003,2025-05,RULE_202505_01_V2,B003,BRANCH,102.76,0.07471247
DRV00041_B004,2025-05,RULE_202505_01_V2,B004,BRANCH,204.5,0.14867994
DRV00041_B005,2025-05,RULE_202505_01_V2,B005,BRANCH,30.41,0.02210921
DRV00041_B006,2025-05,RULE_202505_01_V2,B006,BRANCH,157.47,0.11448771
DRV00041_B007,2025-05,RULE_202505_01_V2,B007,BRANCH,85.91,0.06246237
DRV00041_B008,2025-05,RULE_202505_01_V2,B008,BRANCH,221.93,0.16135466
DRV00042_B001,2025-05,RULE_202505_02_V2,B001,BRANCH,53.17,0.05186261
DRV00042_B002,2025-05,RULE_202505_02_V2,B002,BRANCH,146.58,0.14298215
DRV00042_B003,2025-05,RULE_202505_02_V2,B003,BRANCH,166.17,0.16208206
DRV00042_B004,2025-05,RULE_202505_02_V2,B004,BRANCH,132.71,0.12944359
DRV00042_B005,2025-05,RULE_202505_02_V2,B005,BRANCH,67.41,0.06575472
DRV00042_B006,2025-05,RULE_202505_02_V2,B006,BRANCH,163.16,0.15914625
DRV00042_B007,2025-05,RULE_202505_02_V2,B007,BRANCH,203.86,0.19885298
DRV00042_B008,2025-05,RULE_202505_02_V2,B008,BRANCH,92.14,0.08987564
DRV00043_B001,2025-05,RULE_202505_03_V2,B001,BRANCH,403.7,0.2612107
DRV00043_B002,2025-05,RULE_202505_03_V2,B002,BRANCH,432.44,0.27980549
DRV00043_B003,2025-05,RULE_202505_03_V2,B003,BRANCH,331.6,0.21456046
DRV00043_B004,2025-05,RULE_202505_03_V2,B004,BRANCH,55.22,0.0357296
DRV00043_B005,2025-05,RULE_202505_03_V2,B005,BRANCH,155.87,0.10085773
DRV00043_B006,2025-05,RULE_202505_03_V2,B006,BRANCH,35.39,0.02290204
DRV00043_B007,2025-05,RULE_202505_03_V2,B007,BRANCH,87.54,0.05663942
DRV00043_B008,2025-05,RULE_202505_03_V2,B008,BRANCH,43.73,0.02829456
DRV00044_B001,2025-05,RULE_202505_04_V2,B001,BRANCH,131.61,0.09581124
DRV00044_B002,2025-05,RULE_202505_04_V2,B002,BRANCH,120.43,0.08766969
DRV00044_B003,2025-05,RULE_202505_04_V2,B003,BRANCH,172.8,0.12580035
DRV00044_B004,2025-05,RULE_202505_04_V2,B004,BRANCH,233.82,0.17022007
DRV00044_B005,2025-05,RULE_202505_04_V2,B005,BRANCH,190.48,0.1386716
DRV00044_B006,2025-05,RULE_202505_04_V2,B006,BRANCH,213.94,0.1557482
DRV00044_B007,2025-05,RULE_202505_04_V2,B007,BRANCH,246.06,0.17913493
DRV00044_B008,2025-05,RULE_202505_04_V2,B008,BRANCH,64.48,0.04694392
DRV00045_B001,2025-05,RULE_202505_05_V2,B001,BRANCH,265.98,0.19512566
DRV00045_B002,2025-05,RULE_202505_05_V2,B002,BRANCH,40.57,0.02976477
DRV00045_B003,2025-05,RULE_202505_05_V2,B003,BRANCH,183.72,0.13477649
DRV00045_B004,2025-05,RULE_202505_05_V2,B004,BRANCH,94.59,0.06938775
DRV00045_B005,2025-05,RULE_202505_05_V2,B005,BRANCH,253.56,0.18601555
DRV00045_B006,2025-05,RULE_202505_05_V2,B006,BRANCH,274.78,0.20157678
DRV00045_B007,2025-05,RULE_202505_05_V2,B007,BRANCH,183.55,0.13465009
DRV00045_B008,2025-05,RULE_202505_05_V2,B008,BRANCH,66.39,0.04870291
DRV00046_B001,2025-05,RULE_202505_06_V2,B001,BRANCH,276.49,0.1799437
DRV00046_B002,2025-05,RULE_202505_06_V2,B002,BRANCH,593.28,0.38611608
DRV00046_B003,2025-05,RULE_202505_06_V2,B003,BRANCH,85.8,0.05584179
DRV00046_B004,2025-05,RULE_202505_06_V2,B004,BRANCH,82.46,0.05366401
DRV00046_B005,2025-05,RULE_202505_06_V2,B005,BRANCH,37.82,0.02461207
DRV00046_B006,2025-05,RULE_202505_06_V2,B006,BRANCH,33.69,0.02192694
DRV00046_B007,2025-05,RULE_202505_06_V2,B007,BRANCH,243.57,0.15851662
DRV00046_B008,2025-05,RULE_202505_06_V2,B008,BRANCH,183.43,0.11937878
DRV00047_B001,2025-05,RULE_202505_07_V2,B001,BRANCH,288.2,0.21187599
DRV00047_B002,2025-05,RULE_202505_07_V2,B002,BRANCH,88.22,0.06485944
DRV00047_B003,2025-05,RULE_202505_07_V2,B003,BRANCH,229.12,0.16843811
DRV00047_B004,2025-05,RULE_202505_07_V2,B004,BRANCH,187.93,0.13815998
DRV00047_B005,2025-05,RULE_202505_07_V2,B005,BRANCH,99.11,0.07286446
DRV00047_B006,2025-05,RULE_202505_07_V2,B006,BRANCH,116.61,0.08572969
DRV00047_B007,2025-05,RULE_202505_07_V2,B007,BRANCH,297.98,0.2190679
DRV00047_B008,2025-05,RULE_202505_07_V2,B008,BRANCH,53.06,0.03900443
DRV00048_B001,2025-05,RULE_202505_08_V2,B001,BRANCH,237.82,0.13553153
DRV00048_B002,2025-05,RULE_202505_08_V2,B002,BRANCH,237.69,0.1354628
DRV00048_B003,2025-05,RULE_202505_08_V2,B003,BRANCH,296.73,0.16910657
DRV00048_B004,2025-05,RULE_202505_08_V2,B004,BRANCH,236.23,0.13462581
DRV00048_B005,2025-05,RULE_202505_08_V2,B005,BRANCH,217.08,0.12371249
DRV00048_B006,2025-05,RULE_202505_08_V2,B006,BRANCH,269.66,0.1536814
DRV00048_B007,2025-05,RULE_202505_08_V2,B007,BRANCH,70.42,0.04013143
DRV00048_B008,2025-05,RULE_202505_08_V2,B008,BRANCH,189.06,0.10774797
DRV00049_B001,2025-05,RULE_202505_09_V2,B001,BRANCH,42.09,0.02996031
DRV00049_B002,2025-05,RULE_202505_09_V2,B002,BRANCH,148.32,0.10557062
DRV00049_B003,2025-05,RULE_202505_09_V2,B003,BRANCH,288.96,0.20567915
DRV00049_B004,2025-05,RULE_202505_09_V2,B004,BRANCH,245.64,0.1748445
DRV00049_B005,2025-05,RULE_202505_09_V2,B005,BRANCH,233.49,0.16619347
DRV00049_B006,2025-05,RULE_202505_09_V2,B006,BRANCH,168.47,0.11991229
DRV00049_B007,2025-05,RULE_202505_09_V2,B007,BRANCH,239.9,0.17075591
DRV00049_B008,2025-05,RULE_202505_09_V2,B008,BRANCH,38.05,0.02708375
DRV00050_B001,2025-05,RULE_202505_10_V2,B001,BRANCH,219.14,0.15889664
DRV00050_B002,2025-05,RULE_202505_10_V2,B002,BRANCH,217.58,0.15776022
DRV00050_B003,2025-05,RULE_202505_10_V2,B003,BRANCH,106.61,0.07730396
DRV00050_B004,2025-05,RULE_202505_10_V2,B004,BRANCH,97.32,0.07056628
DRV00050_B005,2025-05,RULE_202505_10_V2,B005,BRANCH,145.37,0.10540714
DRV00050_B006,2025-05,RULE_202505_10_V2,B006,BRANCH,74.89,0.05429782
DRV00050_B007,2025-05,RULE_202505_10_V2,B007,BRANCH,286.82,0.20797108
DRV00050_B008,2025-05,RULE_202505_10_V2,B008,BRANCH,231.42,0.16779687
DRV00051_B001,2025-06,RULE_202506_01_V2,B001,BRANCH,227.82,0.1140226
DRV00051_B002,2025-06,RULE_202506_01_V2,B002,BRANCH,706.78,0.35374227
DRV00051_B003,2025-06,RULE_202506_01_V2,B003,BRANCH,264.51,0.13238804
DRV00051_B004,2025-06,RULE_202506_01_V2,B004,BRANCH,121.41,0.06076634
DRV00051_B005,2025-06,RULE_202506_01_V2,B005,BRANCH,107.51,0.05380821
DRV00051_B006,2025-06,RULE_202506_01_V2,B006,BRANCH,169.97,0.0850704
DRV00051_B007,2025-06,RULE_202506_01_V2,B007,BRANCH,249.98,0.1251154
DRV00051_B008,2025-06,RULE_202506_01_V2,B008,BRANCH,150.02,0.07508673
DRV00052_B001,2025-06,RULE_202506_02_V2,B001,BRANCH,109.32,0.07352921
DRV00052_B002,2025-06,RULE_202506_02_V2,B002,BRANCH,101.39,0.06819764
DRV00052_B003,2025-06,RULE_202506_02_V2,B003,BRANCH,277.08,0.18636688
DRV00052_B004,2025-06,RULE_202506_02_V2,B004,BRANCH,178.75,0.12023089
DRV00052_B005,2025-06,RULE_202506_02_V2,B005,BRANCH,83.63,0.05625015
DRV00052_B006,2025-06,RULE_202506_02_V2,B006,BRANCH,271.63,0.18269917
DRV00052_B007,2025-06,RULE_202506_02_V2,B007,BRANCH,212.93,0.14321657
DRV00052_B008,2025-06,RULE_202506_02_V2,B008,BRANCH,252.02,0.1695095
DRV00053_B001,2025-06,RULE_202506_03_V2,B001,BRANCH,192.96,0.13679104
DRV00053_B002,2025-06,RULE_202506_03_V2,B002,BRANCH,140.36,0.09950385
DRV00053_B003,2025-06,RULE_202506_03_V2,B003,BRANCH,437.5,0.31015589
DRV00053_B004,2025-06,RULE_202506_03_V2,B004,BRANCH,45.79,0.03246276
DRV00053_B005,2025-06,RULE_202506_03_V2,B005,BRANCH,39.71,0.02815119
DRV00053_B006,2025-06,RULE_202506_03_V2,B006,BRANCH,92.7,0.0657163
DRV00053_B007,2025-06,RULE_202506_03_V2,B007,BRANCH,250.14,0.17732756
DRV00053_B008,2025-06,RULE_202506_03_V2,B008,BRANCH,211.44,0.14989141
DRV00054_B001,2025-06,RULE_202506_04_V2,B001,BRANCH,201.72,0.17881383
DRV00054_B002,2025-06,RULE_202506_04_V2,B002,BRANCH,81.25,0.07202332
DRV00054_B003,2025-06,RULE_202506_04_V2,B003,BRANCH,101.64,0.09009868
DRV00054_B004,2025-06,RULE_202506_04_V2,B004,BRANCH,54.52,0.04833163
DRV00054_B005,2025-06,RULE_202506_04_V2,B005,BRANCH,270.01,0.23935282
DRV00054_B006,2025-06,RULE_202506_04_V2,B006,BRANCH,296.25,0.26261245
DRV00054_B007,2025-06,RULE_202506_04_V2,B007,BRANCH,38.28,0.0339305
DRV00054_B008,2025-06,RULE_202506_04_V2,B008,BRANCH,84.42,0.07483677
DRV00055_B001,2025-06,RULE_202506_05_V2,B001,BRANCH,296.71,0.22916194
DRV00055_B002,2025-06,RULE_202506_05_V2,B002,BRANCH,30.65,0.02367156
DRV00055_B003,2025-06,RULE_202506_05_V2,B003,BRANCH,59.65,0.04607305
DRV00055_B004,2025-06,RULE_202506_05_V2,B004,BRANCH,263.18,0.2032657
DRV00055_B005,2025-06,RULE_202506_05_V2,B005,BRANCH,146.14,0.11287101
DRV00055_B006,2025-06,RULE_202506_05_V2,B006,BRANCH,55.44,0.04282056
DRV00055_B007,2025-06,RULE_202506_05_V2,B007,BRANCH,269.02,0.20777781
DRV00055_B008,2025-06,RULE_202506_05_V2,B008,BRANCH,173.96,0.13435837
DRV00056_B001,2025-06,RULE_202506_06_V2,B001,BRANCH,133.15,0.08185008
DRV00056_B002,2025-06,RULE_202506_06_V2,B002,BRANCH,285.56,0.17553829
DRV00056_B003,2025-06,RULE_202506_06_V2,B003,BRANCH,247.13,0.15191772
DRV00056_B004,2025-06,RULE_202506_06_V2,B004,BRANCH,200.91,0.1235031
DRV00056_B005,2025-06,RULE_202506_06_V2,B005,BRANCH,249.78,0.15354545
DRV00056_B006,2025-06,RULE_202506_06_V2,B006,BRANCH,73.49,0.04517538
DRV00056_B007,2025-06,RULE_202506_06_V2,B007,BRANCH,246.72,0.15166495
DRV00056_B008,2025-06,RULE_202506_06_V2,B008,BRANCH,190.01,0.11680503
DRV00057_B001,2025-06,RULE_202506_07_V2,B001,BRANCH,50.79,0.06153179
DRV00057_B002,2025-06,RULE_202506_07_V2,B002,BRANCH,85.16,0.10315978
DRV00057_B003,2025-06,RULE_202506_07_V2,B003,BRANCH,137.64,0.16673113
DRV00057_B004,2025-06,RULE_202506_07_V2,B004,BRANCH,56.81,0.06881997
DRV00057_B005,2025-06,RULE_202506_07_V2,B005,BRANCH,221.76,0.26864425
DRV00057_B006,2025-06,RULE_202506_07_V2,B006,BRANCH,122.91,0.14889536
DRV00057_B007,2025-06,RULE_202506_07_V2,B007,BRANCH,116.71,0.14138542
DRV00057_B008,2025-06,RULE_202506_07_V2,B008,BRANCH,33.71,0.0408323
DRV00058_B001,2025-06,RULE_202506_08_V2,B001,BRANCH,73.05,0.04422102
DRV00058_B002,2025-06,RULE_202506_08_V2,B002,BRANCH,356.87,0.21602249
DRV00058_B003,2025-06,RULE_202506_08_V2,B003,BRANCH,272.32,0.16484157
DRV00058_B004,2025-06,RULE_202506_08_V2,B004,BRANCH,172.48,0.10440317
DRV00058_B005,2025-06,RULE_202506_08_V2,B005,BRANCH,100.93,0.06109461
DRV00058_B006,2025-06,RULE_202506_08_V2,B006,BRANCH,238.58,0.14441802
DRV00058_B007,2025-06,RULE_202506_08_V2,B007,BRANCH,165.36,0.10009372
DRV00058_B008,2025-06,RULE_202506_08_V2,B008,BRANCH,272.43,0.1649054
DRV00059_B001,2025-06,RULE_202506_09_V2,B001,BRANCH,62.42,0.05081804
DRV00059_B002,2025-06,RULE_202506_09_V2,B002,BRANCH,125.32,0.10202857
DRV00059_B003,2025-06,RULE_202506_09_V2,B003,BRANCH,278.6,0.22682191
DRV00059_B004,2025-06,RULE_202506_09_V2,B004,BRANCH,241.42,0.19655439
DRV00059_B005,2025-06,RULE_202506_09_V2,B005,BRANCH,231.2,0.18823525
DRV00059_B006,2025-06,RULE_202506_09_V2,B006,BRANCH,120.01,0.09770909
DRV00059_B007,2025-06,RULE_202506_09_V2,B007,BRANCH,138.67,0.11289843
DRV00059_B008,2025-06,RULE_202506_09_V2,B008,BRANCH,30.63,0.02493433
DRV00060_B001,2025-06,RULE_202506_10_V2,B001,BRANCH,80.7,0.06471982
DRV00060_B002,2025-06,RULE_202506_10_V2,B002,BRANCH,273.09,0.21902654
DRV00060_B003,2025-06,RULE_202506_10_V2,B003,BRANCH,160.53,0.12874622
DRV00060_B004,2025-06,RULE_202506_10_V2,B004,BRANCH,180.31,0.14461205
DRV00060_B005,2025-06,RULE_202506_10_V2,B005,BRANCH,171.45,0.13750337
DRV00060_B006,2025-06,RULE_202506_10_V2,B006,BRANCH,78.79,0.06318941
DRV00060_B007,2025-06,RULE_202506_10_V2,B007,BRANCH,185.53,0.14879457
DRV00060_B008,2025-06,RULE_202506_10_V2,B008,BRANCH,116.47,0.09340802
DRV00061_B001,2025-07,RULE_202507_01_V1,B001,BRANCH,201.7,0.10690115
DRV00061_B002,2025-07,RULE_202507_01_V1,B002,BRANCH,663.11,0.3514588
DRV00061_B003,2025-07,RULE_202507_01_V1,B003,BRANCH,286.9,0.15205996
DRV00061_B004,2025-07,RULE_202507_01_V1,B004,BRANCH,48.91,0.02592547
DRV00061_B005,2025-07,RULE_202507_01_V1,B005,BRANCH,157.51,0.08348441
DRV00061_B006,2025-07,RULE_202507_01_V1,B006,BRANCH,270.28,0.1432537
DRV00061_B007,2025-07,RULE_202507_01_V1,B007,BRANCH,220.7,0.11697454
DRV00061_B008,2025-07,RULE_202507_01_V1,B008,BRANCH,37.63,0.01994196
DRV00062_B001,2025-07,RULE_202507_02_V2,B001,BRANCH,32.24,0.02793817
DRV00062_B002,2025-07,RULE_202507_02_V2,B002,BRANCH,267.09,0.23142082
DRV00062_B003,2025-07,RULE_202507_02_V2,B003,BRANCH,33.85,0.02933338
DRV00062_B004,2025-07,RULE_202507_02_V2,B004,BRANCH,185.3,0.16054872
DRV00062_B005,2025-07,RULE_202507_02_V2,B005,BRANCH,38.65,0.03349246
DRV00062_B006,2025-07,RULE_202507_02_V2,B006,BRANCH,172.58,0.14952896
DRV00062_B007,2025-07,RULE_202507_02_V2,B007,BRANCH,163.31,0.14149709
DRV00062_B008,2025-07,RULE_202507_02_V2,B008,BRANCH,261.11,0.22624039
DRV00063_B001,2025-07,RULE_202507_03_V2,B001,BRANCH,96.75,0.09623435
DRV00063_B002,2025-07,RULE_202507_03_V2,B002,BRANCH,63.85,0.06350508
DRV00063_B003,2025-07,RULE_202507_03_V2,B003,BRANCH,252.68,0.25132956
DRV00063_B004,2025-07,RULE_202507_03_V2,B004,BRANCH,46.14,0.0458916
DRV00063_B005,2025-07,RULE_202507_03_V2,B005,BRANCH,55.98,0.05567868
DRV00063_B006,2025-07,RULE_202507_03_V2,B006,BRANCH,181.37,0.18040029
DRV00063_B007,2025-07,RULE_202507_03_V2,B007,BRANCH,36.72,0.03652156
DRV00063_B008,2025-07,RULE_202507_03_V2,B008,BRANCH,271.89,0.27043887
DRV00064_B001,2025-07,RULE_202507_04_V2,B001,BRANCH,72.95,0.06442406
DRV00064_B002,2025-07,RULE_202507_04_V2,B002,BRANCH,205.73,0.18169296
DRV00064_B003,2025-07,RULE_202507_04_V2,B003,BRANCH,74.5,0.06579426
DRV00064_B004,2025-07,RULE_202507_04_V2,B004,BRANCH,123.25,0.10884371
DRV00064_B005,2025-07,RULE_202507_04_V2,B005,BRANCH,129.36,0.11424381
DRV00064_B006,2025-07,RULE_202507_04_V2,B006,BRANCH,45.75,0.04040634
DRV00064_B007,2025-07,RULE_202507_04_V2,B007,BRANCH,299.54,0.26453667
DRV00064_B008,2025-07,RULE_202507_04_V2,B008,BRANCH,181.24,0.1600582
DRV00065_B001,2025-07,RULE_202507_05_V2,B001,BRANCH,264.37,0.1875348
DRV00065_B002,2025-07,RULE_202507_05_V2,B002,BRANCH,40.35,0.02862403
DRV00065_B003,2025-07,RULE_202507_05_V2,B003,BRANCH,156.0,0.11066407
DRV00065_B004,2025-07,RULE_202507_05_V2,B004,BRANCH,85.59,0.06071463
DRV00065_B005,2025-07,RULE_202507_05_V2,B005,BRANCH,201.41,0.14287243
DRV00065_B006,2025-07,RULE_202507_05_V2,B006,BRANCH,235.09,0.16676473
DRV00065_B007,2025-07,RULE_202507_05_V2,B007,BRANCH,284.3,0.20167567
DRV00065_B008,2025-07,RULE_202507_05_V2,B008,BRANCH,142.59,0.10114964
DRV00066_B001,2025-07,RULE_202507_06_V2,B001,BRANCH,294.75,0.18149187
DRV00066_B002,2025-07,RULE_202507_06_V2,B002,BRANCH,244.88,0.1507789
DRV00066_B003,2025-07,RULE_202507_06_V2,B003,BRANCH,272.92,0.16804525
DRV00066_B004,2025-07,RULE_202507_06_V2,B004,BRANCH,79.46,0.04892571
DRV00066_B005,2025-07,RULE_202507_06_V2,B005,BRANCH,126.21,0.0777143
DRV00066_B006,2025-07,RULE_202507_06_V2,B006,BRANCH,185.24,0.11405805
DRV00066_B007,2025-07,RULE_202507_06_V2,B007,BRANCH,258.56,0.15920236
DRV00066_B008,2025-07,RULE_202507_06_V2,B008,BRANCH,162.06,0.09978355
DRV00067_B001,2025-07,RULE_202507_07_V2,B001,BRANCH,243.66,0.22840351
DRV00067_B002,2025-07,RULE_202507_07_V2,B002,BRANCH,117.62,0.11025734
DRV00067_B003,2025-07,RULE_202507_07_V2,B003,BRANCH,90.19,0.08453809
DRV00067_B004,2025-07,RULE_202507_07_V2,B004,BRANCH,239.0,0.22403507
DRV00067_B005,2025-07,RULE_202507_07_V2,B005,BRANCH,149.15,0.13981041
DRV00067_B006,2025-07,RULE_202507_07_V2,B006,BRANCH,92.21,0.08643665
DRV00067_B007,2025-07,RULE_202507_07_V2,B007,BRANCH,91.52,0.08578692
DRV00067_B008,2025-07,RULE_202507_07_V2,B008,BRANCH,43.45,0.04073201
DRV00068_B001,2025-07,RULE_202507_08_V2,B001,BRANCH,246.21,0.11827042
DRV00068_B002,2025-07,RULE_202507_08_V2,B002,BRANCH,447.63,0.2150231
DRV00068_B003,2025-07,RULE_202507_08_V2,B003,BRANCH,478.15,0.22968223
DRV00068_B004,2025-07,RULE_202507_08_V2,B004,BRANCH,64.69,0.0310737
DRV00068_B005,2025-07,RULE_202507_08_V2,B005,BRANCH,130.56,0.06271379
DRV00068_B006,2025-07,RULE_202507_08_V2,B006,BRANCH,246.09,0.11820875
DRV00068_B007,2025-07,RULE_202507_08_V2,B007,BRANCH,262.25,0.12597116
DRV00068_B008,2025-07,RULE_202507_08_V2,B008,BRANCH,206.22,0.09905684
DRV00069_B001,2025-07,RULE_202507_09_V2,B001,BRANCH,108.87,0.06661723
DRV00069_B002,2025-07,RULE_202507_09_V2,B002,BRANCH,175.38,0.10731547
DRV00069_B003,2025-07,RULE_202507_09_V2,B003,BRANCH,150.02,0.09179246
DRV00069_B004,2025-07,RULE_202507_09_V2,B004,BRANCH,292.45,0.17894428
DRV00069_B005,2025-07,RULE_202507_09_V2,B005,BRANCH,127.88,0.07825059
DRV00069_B006,2025-07,RULE_202507_09_V2,B006,BRANCH,295.79,0.18099316
DRV00069_B007,2025-07,RULE_202507_09_V2,B007,BRANCH,275.55,0.16860817
DRV00069_B008,2025-07,RULE_202507_09_V2,B008,BRANCH,208.34,0.12747864
DRV00070_B001,2025-07,RULE_202507_10_V2,B001,BRANCH,252.19,0.15875088
DRV00070_B002,2025-07,RULE_202507_10_V2,B002,BRANCH,176.46,0.11107936
DRV00070_B003,2025-07,RULE_202507_10_V2,B003,BRANCH,89.72,0.05647979
DRV00070_B004,2025-07,RULE_202507_10_V2,B004,BRANCH,207.65,0.13071424
DRV00070_B005,2025-07,RULE_202507_10_V2,B005,BRANCH,154.17,0.09704928
DRV00070_B006,2025-07,RULE_202507_10_V2,B006,BRANCH,248.45,0.15639878
DRV00070_B007,2025-07,RULE_202507_10_V2,B007,BRANCH,234.73,0.14775739
DRV00070_B008,2025-07,RULE_202507_10_V2,B008,BRANCH,225.21,0.14177028
DRV00071_B001,2025-08,RULE_202508_01_V2,B001,BRANCH,224.52,0.12665707
DRV00071_B002,2025-08,RULE_202508_01_V2,B002,BRANCH,480.7,0.2711776
DRV00071_B003,2025-08,RULE_202508_01_V2,B003,BRANCH,138.38,0.07806621
DRV00071_B004,2025-08,RULE_202508_01_V2,B004,BRANCH,227.85,0.12853576
DRV00071_B005,2025-08,RULE_202508_01_V2,B005,BRANCH,52.46,0.02959226
DRV00071_B006,2025-08,RULE_202508_01_V2,B006,BRANCH,260.55,0.14698554
DRV00071_B007,2025-08,RULE_202508_01_V2,B007,BRANCH,174.56,0.09847436
DRV00071_B008,2025-08,RULE_202508_01_V2,B008,BRANCH,213.62,0.12051119
DRV00072_B001,2025-08,RULE_202508_02_V2,B001,BRANCH,134.95,0.12398391
DRV00072_B002,2025-08,RULE_202508_02_V2,B002,BRANCH,97.34,0.08942544
DRV00072_B003,2025-08,RULE_202508_02_V2,B003,BRANCH,129.78,0.11923107
DRV00072_B004,2025-08,RULE_202508_02_V2,B004,BRANCH,210.57,0.19345392
DRV00072_B005,2025-08,RULE_202508_02_V2,B005,BRANCH,166.2,0.15269144
DRV00072_B007,2025-08,RULE_202508_02_V2,B007,BRANCH,265.77,0.24417054
DRV00072_B008,2025-08,RULE_202508_02_V2,B008,BRANCH,83.86,0.07704366
DRV00073_B001,2025-08,RULE_202508_03_V2,B001,BRANCH,366.55,0.18042778
DRV00073_B002,2025-08,RULE_202508_03_V2,B002,BRANCH,385.45,0.18972922
DRV00073_B003,2025-08,RULE_202508_03_V2,B003,BRANCH,383.15,0.188598
DRV00073_B004,2025-08,RULE_202508_03_V2,B004,BRANCH,235.32,0.11582983
DRV00073_B005,2025-08,RULE_202508_03_V2,B005,BRANCH,179.26,0.08823609
DRV00073_B006,2025-08,RULE_202508_03_V2,B006,BRANCH,116.72,0.05745338
DRV00073_B007,2025-08,RULE_202508_03_V2,B007,BRANCH,111.66,0.05496184
DRV00073_B008,2025-08,RULE_202508_03_V2,B008,BRANCH,253.47,0.12476385
DRV00074_B001,2025-08,RULE_202508_04_V2,B001,BRANCH,103.26,0.08355271
DRV00074_B002,2025-08,RULE_202508_04_V2,B002,BRANCH,146.76,0.11874468
DRV00074_B003,2025-08,RULE_202508_04_V2,B003,BRANCH,109.66,0.08872807
DRV00074_B004,2025-08,RULE_202508_04_V2,B004,BRANCH,131.27,0.10621053
DRV00074_B005,2025-08,RULE_202508_04_V2,B005,BRANCH,229.22,0.18546577
DRV00074_B006,2025-08,RULE_202508_04_V2,B006,BRANCH,226.19,0.18301169
DRV00074_B007,2025-08,RULE_202508_04_V2,B007,BRANCH,89.56,0.07246324
DRV00074_B008,2025-08,RULE_202508_04_V2,B008,BRANCH,200.0,0.16182332
DRV00075_B001,2025-08,RULE_202508_05_V2,B001,BRANCH,223.98,0.12576109
DRV00075_B002,2025-08,RULE_202508_05_V2,B002,BRANCH,197.11,0.11067526
DRV00075_B003,2025-08,RULE_202508_05_V2,B003,BRANCH,294.94,0.16560548
DRV00075_B004,2025-08,RULE_202508_05_V2,B004,BRANCH,176.65,0.09918462
DRV00075_B005,2025-08,RULE_202508_05_V2,B005,BRANCH,149.9,0.08416692
DRV00075_B006,2025-08,RULE_202508_05_V2,B006,BRANCH,246.19,0.13822968
DRV00075_B007,2025-08,RULE_202508_05_V2,B007,BRANCH,223.22,0.12533224
DRV00075_B008,2025-08,RULE_202508_05_V2,B008,BRANCH,269.01,0.15104471
DRV00076_B001,2025-08,RULE_202508_06_V2,B001,BRANCH,87.16,0.05644488
DRV00076_B002,2025-08,RULE_202508_06_V2,B002,BRANCH,556.35,0.36028773
DRV00076_B003,2025-08,RULE_202508_06_V2,B003,BRANCH,103.64,0.06711336
DRV00076_B004,2025-08,RULE_202508_06_V2,B004,BRANCH,113.91,0.07376773
DRV00076_B005,2025-08,RULE_202508_06_V2,B005,BRANCH,125.08,0.08100097
DRV00076_B006,2025-08,RULE_202508_06_V2,B006,BRANCH,201.67,0.13059854
DRV00076_B007,2025-08,RULE_202508_06_V2,B007,BRANCH,235.69,0.15263234
DRV00076_B008,2025-08,RULE_202508_06_V2,B008,BRANCH,120.68,0.07815445
DRV00077_B001,2025-08,RULE_202508_07_V2,B001,BRANCH,239.33,0.15859502
DRV00077_B002,2025-08,RULE_202508_07_V2,B002,BRANCH,269.51,0.17859324
DRV00077_B003,2025-08,RULE_202508_07_V2,B003,BRANCH,117.33,0.07775117
DRV00077_B004,2025-08,RULE_202508_07_V2,B004,BRANCH,132.17,0.08758542
DRV00077_B005,2025-08,RULE_202508_07_V2,B005,BRANCH,239.74,0.15886522
DRV00077_B006,2025-08,RULE_202508_07_V2,B006,BRANCH,144.44,0.09571745
DRV00077_B007,2025-08,RULE_202508_07_V2,B007,BRANCH,77.81,0.05156424
DRV00077_B008,2025-08,RULE_202508_07_V2,B008,BRANCH,288.72,0.19132824
DRV00078_B001,2025-08,RULE_202508_08_V2,B001,BRANCH,303.0,0.20958497
DRV00078_B002,2025-08,RULE_202508_08_V2,B002,BRANCH,257.89,0.17838131
DRV00078_B003,2025-08,RULE_202508_08_V2,B003,BRANCH,125.71,0.08695339
DRV00078_B004,2025-08,RULE_202508_08_V2,B004,BRANCH,171.25,0.11845366
