trade_id,trade_date,settle_date,customer_id,branch_id,product_type,market,buy_sell,trade_amount,commission_rate,calculated_commission,clearing_batch_id
T0000205,2025-07-22,2025-07-14,C00234,B004,FUND,SZSE,SELL,5215626758.87,0.00037126,1936364.95,COMM_202507_B004
T0000206,2025-07-13,2025-07-17,C00193,B004,ETF,SSE,SELL,59371768868.35,0.00042304,25116361.46,COMM_202507_B004
T0000207,2025-07-19,2025-07-15,C00240,B004,STOCK,SZSE,BUY,5951214072.79,0.00040203,2392555.82,COMM_202507_B004
T0000208,2025-07-20,2025-07-26,C00235,B004,FUND,SSE,SELL,4154376850.69,0.00030995,1287632.4,COMM_202507_B004
T0000209,2025-07-11,2025-07-03,C00243,B005,STOCK,SSE,SELL,218738749.99,0.00045311,99112.63,COMM_202507_B005
T0000210,2025-07-13,2025-07-17,C00200,B005,STOCK,SZSE,SELL,5209915605.33,0.00034808,1813487.24,COMM_202507_B005
T0000211,2025-07-13,2025-07-03,C00188,B005,STOCK,SZSE,BUY,58877023543.22,0.00033147,19515965.49,COMM_202507_B005
T0000212,2025-07-20,2025-07-04,C00038,B005,ETF,SZSE,BUY,9285168752.2,0.00039535,3670882.17,COMM_202507_B005
T0000213,2025-07-21,2025-07-12,C00132,B006,STOCK,SZSE,SELL,13749274579.89,0.00037362,5137005.75,COMM_202507_B006
T0000214,2025-07-01,2025-07-26,C00019,B006,STOCK,SZSE,BUY,19351521663.69,0.0002276,4404451.03,COMM_202507_B006
T0000215,2025-07-19,2025-07-12,C00093,B006,FUND,SSE,SELL,27434491731.18,0.00024571,6740977.6,COMM_202507_B006
T0000216,2025-07-17,2025-07-03,C00126,B006,STOCK,SSE,SELL,16085342680.11,0.00037393,6014718.51,COMM_202507_B006
T0000217,2025-07-06,2025-07-07,C00111,B007,FUND,SSE,BUY,39353984352.74,0.00041104,16175866.19,COMM_202507_B007
T0000218,2025-07-07,2025-07-26,C00181,B007,FUND,SZSE,BUY,54746875078.71,0.00024311,13309473.14,COMM_202507_B007
T0000219,2025-07-22,2025-07-09,C00012,B007,BOND,SZSE,SELL,4168993161.86,0.00045245,1886257.55,COMM_202507_B007
T0000220,2025-07-08,2025-07-02,C00266,B007,ETF,SZSE,BUY,31482928705.28,0.00025373,7988311.56,COMM_202507_B007
T0000221,2025-07-23,2025-07-17,C00124,B008,STOCK,SZSE,SELL,46381904803.31,0.00041371,19188707.45,COMM_202507_B008
T0000222,2025-07-04,2025-07-02,C00070,B008,ETF,BSE,BUY,11758021538.83,0.00036145,4249937.82,COMM_202507_B008
T0000223,2025-07-10,2025-07-14,C00230,B008,STOCK,SZSE,SELL,237943317.91,0.00038473,91545.04,COMM_202507_B008
T0000224,2025-07-11,2025-07-11,C00205,B008,STOCK,SZSE,BUY,4535398146.49,0.00041085,1863351.64,COMM_202507_B008
T0000225,2025-08-06,2025-08-13,C00082,B001,FUND,SSE,SELL,53022645924.93,0.00030079,15948663.79,COMM_202508_B001
T0000226,2025-08-06,2025-08-22,C00306,B001,STOCK,SSE,SELL,23820080939.19,0.00043356,10327351.83,COMM_202508_B001
T0000227,2025-08-10,2025-08-17,C00166,B001,BOND,SSE,BUY,25104156278.57,0.0003892,9770586.91,COMM_202508_B001
T0000228,2025-08-16,2025-08-12,C00171,B001,STOCK,SSE,BUY,25976883008.63,0.00040904,10625516.57,COMM_202508_B001
T0000229,2025-08-01,2025-08-24,C00168,B002,STOCK,SSE,BUY,76467578573.5,0.00037347,28558723.95,COMM_202508_B002
T0000230,2025-08-09,2025-08-06,C00173,B002,STOCK,SSE,BUY,15465400896.03,0.00037306,5769513.76,COMM_202508_B002
T0000231,2025-08-08,2025-08-18,C00059,B002,STOCK,SZSE,SELL,5356752004.57,0.00042521,2277753.21,COMM_202508_B002
T0000232,2025-08-05,2025-08-18,C00011,B002,ETF,SSE,SELL,51202767551.09,0.00041598,21299340.35,COMM_202508_B002
T0000233,2025-08-07,2025-08-14,C00050,B003,STOCK,SSE,SELL,122494673447.64,0.00021145,25900913.8,COMM_202508_B003
T0000234,2025-08-03,2025-08-14,C00182,B003,STOCK,SSE,SELL,5862117526.98,0.00041722,2445815.34,COMM_202508_B003
T0000235,2025-08-05,2025-08-16,C00221,B003,STOCK,SSE,SELL,9648279673.09,0.00037519,3619985.45,COMM_202508_B003
T0000236,2025-08-02,2025-08-14,C00204,B003,ETF,SZSE,SELL,19564389075.54,0.00030493,5965725.97,COMM_202508_B003
T0000237,2025-08-22,2025-08-09,C00029,B004,FUND,SZSE,BUY,3356102053.99,0.00038622,1296198.65,COMM_202508_B004
T0000238,2025-08-22,2025-08-07,C00068,B004,BOND,SSE,SELL,40777037241.8,0.00041211,16804691.64,COMM_202508_B004
T0000239,2025-08-23,2025-08-10,C00280,B004,STOCK,SSE,SELL,26470662432.19,0.0003735,9886721.72,COMM_202508_B004
T0000240,2025-08-05,2025-08-18,C00085,B004,STOCK,SSE,BUY,10001030969.23,0.0004108,4108374.31,COMM_202508_B004
T0000241,2025-08-20,2025-08-14,C00118,B005,STOCK,SZSE,SELL,14342978667.34,0.00041237,5914581.08,COMM_202508_B005
T0000242,2025-08-02,2025-08-08,C00186,B005,STOCK,SZSE,BUY,20839931175.86,0.00044005,9170507.78,COMM_202508_B005
T0000243,2025-08-23,2025-08-06,C00108,B005,FUND,SZSE,SELL,7961227296.94,0.00035236,2805212.5,COMM_202508_B005
T0000244,2025-08-08,2025-08-09,C00186,B005,STOCK,SSE,SELL,20705738136.36,0.00040393,8363709.72,COMM_202508_B005
T0000245,2025-08-14,2025-08-16,C00260,B006,BOND,SSE,BUY,11825164210.94,0.00038792,4587220.18,COMM_202508_B006
T0000246,2025-08-09,2025-08-18,C00019,B006,ETF,SZSE,SELL,18885940653.66,0.00023223,4385971.62,COMM_202508_B006
T0000247,2025-08-16,2025-08-09,C00063,B006,STOCK,SSE,SELL,16172279528.76,0.00035984,5819417.4,COMM_202508_B006
T0000248,2025-08-14,2025-08-13,C00065,B006,STOCK,SSE,BUY,20378100374.75,0.00041435,8443633.12,COMM_202508_B006
T0000249,2025-08-04,2025-08-26,C00012,B007,STOCK,SSE,SELL,17318462933.54,0.0004406,7630498.41,COMM_202508_B007
T0000250,2025-08-12,2025-08-24,C00189,B007,FUND,SSE,SELL,45368108763.06,0.00041533,18842825.94,COMM_202508_B007
T0000251,2025-08-07,2025-08-06,C00281,B007,STOCK,SSE,BUY,17989516843.07,0.0003709,6672349.94,COMM_202508_B007
T0000252,2025-08-07,2025-08-15,C00111,B007,STOCK,BSE,BUY,18691564200.57,0.00039849,7448411.16,COMM_202508_B007
T0000253,2025-08-09,2025-08-09,C00124,B008,STOCK,SSE,BUY,13267132183.19,0.00038965,5169518.65,COMM_202508_B008
T0000254,2025-08-01,2025-08-08,C00190,B008,FUND,SSE,SELL,23686524368.82,0.00038298,9071467.92,COMM_202508_B008
T0000255,2025-08-20,2025-08-23,C00205,B008,ETF,SZSE,SELL,24499866211.74,0.00040356,9887188.31,COMM_202508_B008
T0000256,2025-08-17,2025-08-17,C00009,B008,FUND,SZSE,BUY,5019799881.4,0.00041822,2099360.91,COMM_202508_B008
T0000257,2025-09-09,2025-09-16,C00044,B001,STOCK,SZSE,BUY,115270536254.05,0.00033725,38875349.58,COMM_202509_B001
T0000258,2025-09-20,2025-09-23,C00178,B001,STOCK,SSE,BUY,2286478077.35,0.00044951,1027803.77,COMM_202509_B001
T0000259,2025-09-14,2025-09-22,C00042,B001,ETF,BSE,BUY,4539914123.48,0.00044326,2012373.66,COMM_202509_B001
T0000260,2025-09-11,2025-09-05,C00006,B001,STOCK,SZSE,BUY,36168877760.72,0.0003273,11838090.63,COMM_202509_B001
T0000261,2025-09-02,2025-09-20,C00180,B002,ETF,SZSE,SELL,18955517763.77,0.00036972,7008304.7,COMM_202509_B002
T0000262,2025-09-20,2025-09-05,C00128,B002,ETF,SSE,BUY,75792869635.36,0.00044017,33361833.56,COMM_202509_B002
T0000263,2025-09-09,2025-09-08,C00228,B002,STOCK,BSE,BUY,323216451.39,0.00042907,138682.26,COMM_202509_B002
T0000264,2025-09-02,2025-09-23,C00130,B002,STOCK,SSE,BUY,65303608049.88,0.00040342,26344549.94,COMM_202509_B002
T0000265,2025-09-07,2025-09-20,C00197,B003,STOCK,SSE,SELL,4617927160.89,0.00031965,1476140.72,COMM_202509_B003
T0000266,2025-09-21,2025-09-13,C00150,B003,STOCK,SSE,BUY,22815670209.96,0.00023083,5266452.47,COMM_202509_B003
T0000267,2025-09-13,2025-09-09,C00050,B003,ETF,SZSE,BUY,90454431246.88,0.00025225,22816786.97,COMM_202509_B003
T0000268,2025-09-18,2025-09-16,C00050,B003,STOCK,SSE,BUY,58144770392.02,0.00023711,13786552.4,COMM_202509_B003
T0000269,2025-09-18,2025-09-18,C00104,B004,ETF,SZSE,SELL,7730061721.47,0.00037213,2876599.65,COMM_202509_B004
T0000270,2025-09-06,2025-09-06,C00153,B004,STOCK,SSE,BUY,11557199933.1,0.00032701,3779268.58,COMM_202509_B004
T0000271,2025-09-17,2025-09-06,C00080,B004,ETF,SZSE,SELL,21461528293.41,0.00041335,8871216.37,COMM_202509_B004
T0000272,2025-09-01,2025-09-11,C00227,B004,BOND,SZSE,SELL,48067445689.19,0.00044212,21251466.72,COMM_202509_B004
T0000273,2025-09-04,2025-09-12,C00090,B005,STOCK,SZSE,SELL,2470897431.45,0.00039801,983431.23,COMM_202509_B005
T0000274,2025-09-19,2025-09-17,C00138,B005,BOND,SZSE,SELL,25389602741.01,0.00037712,9575035.87,COMM_202509_B005
T0000275,2025-09-16,2025-09-06,C00149,B005,FUND,SZSE,BUY,6136868643.02,0.00039123,2400940.22,COMM_202509_B005
T0000276,2025-09-02,2025-09-26,C00200,B005,STOCK,SSE,BUY,57292918968.28,0.00029983,17178409.27,COMM_202509_B005
T0000277,2025-09-06,2025-09-23,C00004,B006,STOCK,SZSE,SELL,1231438675.81,0.00043774,539046.62,COMM_202509_B006
T0000278,2025-09-06,2025-09-02,C00019,B006,STOCK,SSE,BUY,20937728507.83,0.00022839,4782019.46,COMM_202509_B006
T0000279,2025-09-08,2025-09-22,C00199,B006,STOCK,SZSE,BUY,6775034043.58,0.00022928,1553351.9,COMM_202509_B006
T0000280,2025-09-03,2025-09-06,C00065,B006,BOND,SZSE,SELL,53542189109.2,0.00037434,20042775.24,COMM_202509_B006
T0000281,2025-09-19,2025-09-23,C00284,B007,STOCK,SSE,SELL,17256297625.54,0.0004112,7095772.41,COMM_202509_B007
T0000282,2025-09-11,2025-09-03,C00288,B007,STOCK,SZSE,BUY,54106655758.7,0.00044692,24181439.53,COMM_202509_B007
T0000283,2025-09-02,2025-09-22,C00151,B007,FUND,SSE,BUY,1257188793.23,0.00030608,384796.56,COMM_202509_B007
T0000284,2025-09-12,2025-09-05,C00282,B007,STOCK,SSE,BUY,34618194542.03,0.00044518,15411400.06,COMM_202509_B007
T0000285,2025-09-03,2025-09-06,C00015,B008,STOCK,SSE,BUY,28001722353.43,0.00042351,11859061.3,COMM_202509_B008
T0000286,2025-09-09,2025-09-04,C00140,B008,ETF,SSE,SELL,250431096.55,0.00022605,56609.08,COMM_202509_B008
T0000287,2025-09-17,2025-09-13,C00317,B008,BOND,SSE,BUY,52350731104.07,0.00034805,18220707.06,COMM_202509_B008
T0000288,2025-09-14,2025-09-26,C00295,B008,ETF,SSE,SELL,156997237.47,0.00044025,69117.6,COMM_202509_B008
T0000289,2025-10-01,2025-10-04,C00167,B001,STOCK,SSE,SELL,416935874.91,0.00045005,187642.71,COMM_202510_B001
T0000290,2025-10-21,2025-10-25,C00044,B001,FUND,SSE,SELL,32882576326.46,0.00032211,10591897.09,COMM_202510_B001
T0000291,2025-10-01,2025-10-26,C00152,B001,FUND,SSE,BUY,126738821937.19,0.00021875,27724540.0,COMM_202510_B001
T0000292,2025-10-21,2025-10-09,C00160,B001,STOCK,SSE,BUY,33525205342.97,0.0003783,12682591.44,COMM_202510_B001
T0000293,2025-10-15,2025-10-08,C00024,B002,BOND,SSE,BUY,113143880042.92,0.00043579,49306580.08,COMM_202510_B002
T0000294,2025-10-15,2025-10-10,C00130,B002,STOCK,SSE,BUY,13779079746.37,0.00043164,5947579.88,COMM_202510_B002
T0000295,2025-10-19,2025-10-03,C00128,B002,FUND,SSE,BUY,5210040211.63,0.00042645,2221845.39,COMM_202510_B002
T0000296,2025-10-17,2025-10-20,C00201,B002,STOCK,SZSE,SELL,14899929507.36,0.00043609,6497700.79,COMM_202510_B002
T0000297,2025-10-01,2025-10-12,C00198,B003,STOCK,SZSE,SELL,59732473761.09,0.00025831,15429747.43,COMM_202510_B003
T0000298,2025-10-06,2025-10-16,C00182,B003,ETF,SZSE,BUY,41468505433.18,0.0004373,18134353.83,COMM_202510_B003
T0000299,2025-10-05,2025-10-03,C00084,B003,STOCK,SSE,BUY,18065575931.46,0.00041774,7546776.41,COMM_202510_B003
T0000300,2025-10-06,2025-10-13,C00219,B003,ETF,SZSE,BUY,667349034.52,0.00043836,292536.46,COMM_202510_B003
T0000301,2025-10-20,2025-10-02,C00117,B004,STOCK,SSE,BUY,30980364114.63,0.00037693,11677362.8,COMM_202510_B004
T0000302,2025-10-15,2025-10-03,C00143,B004,STOCK,SSE,SELL,483019195.43,0.00040925,197674.86,COMM_202510_B004
T0000303,2025-10-11,2025-10-26,C00153,B004,STOCK,SZSE,BUY,46019205818.41,0.00033965,15630417.19,COMM_202510_B004
T0000304,2025-10-09,2025-10-26,C00280,B004,FUND,SSE,SELL,18558461426.75,0.00039905,7405808.85,COMM_202510_B004
T0000305,2025-10-06,2025-10-23,C00223,B005,STOCK,SZSE,BUY,34198220476.64,0.00037341,12770019.05,COMM_202510_B005
T0000306,2025-10-03,2025-10-12,C00038,B005,BOND,SSE,SELL,34315132586.27,0.0004191,14381428.68,COMM_202510_B005
T0000307,2025-10-01,2025-10-18,C00142,B005,STOCK,SSE,SELL,77724436.29,0.00035329,27459.1,COMM_202510_B005
T0000308,2025-10-04,2025-10-24,C00191,B005,ETF,SSE,SELL,3335497173.38,0.00037815,1261324.01,COMM_202510_B005
T0000309,2025-10-15,2025-10-20,C00019,B006,STOCK,SSE,SELL,20190081554.99,0.00021325,4305512.76,COMM_202510_B006
T0000310,2025-10-10,2025-10-19,C00040,B006,STOCK,SSE,SELL,1611255523.22,0.00023176,373430.65,COMM_202510_B006
T0000311,2025-10-08,2025-10-09,C00040,B006,ETF,SSE,SELL,21902317752.1,0.00022494,4926703.52,COMM_202510_B006
T0000312,2025-10-17,2025-10-23,C00126,B006,ETF,SSE,SELL,40296819620.9,0.00038671,15583366.42,COMM_202510_B006
T0000313,2025-10-10,2025-10-23,C00181,B007,ETF,SSE,BUY,82281684321.27,0.00021523,17709747.91,COMM_202510_B007
T0000314,2025-10-12,2025-10-15,C00251,B007,STOCK,SZSE,BUY,47902745671.56,0.00045228,21665571.14,COMM_202510_B007
T0000315,2025-10-22,2025-10-09,C00100,B007,FUND,BSE,SELL,5166355245.1,0.00031307,1617441.52,COMM_202510_B007
T0000316,2025-10-07,2025-10-21,C00291,B007,STOCK,SSE,BUY,9390590045.89,0.00039434,3703070.05,COMM_202510_B007
T0000317,2025-10-05,2025-10-09,C00299,B008,FUND,SSE,BUY,38511814867.85,0.00033778,13008503.87,COMM_202510_B008
T0000318,2025-10-01,2025-10-18,C00317,B008,STOCK,SZSE,BUY,11595000596.65,0.00036408,4221524.0,COMM_202510_B008
T0000319,2025-10-23,2025-10-04,C00156,B008,STOCK,SSE,SELL,23348617165.65,0.00043873,10243817.81,COMM_202510_B008
T0000320,2025-10-17,2025-10-18,C00034,B008,STOCK,SZSE,BUY,2176221881.68,0.00041738,908317.18,COMM_202510_B008
T0000321,2025-11-07,2025-11-17,C00214,B001,STOCK,SSE,SELL,33223490147.38,0.00045193,15014670.29,COMM_202511_B001
T0000322,2025-11-03,2025-11-16,C00160,B001,FUND,SSE,SELL,23050150816.0,0.00044616,10283986.18,COMM_202511_B001
T0000323,2025-11-07,2025-11-25,C00042,B001,STOCK,SSE,BUY,16327408134.99,0.00042917,7007303.99,COMM_202511_B001
T0000324,2025-11-01,2025-11-08,C00027,B001,ETF,SSE,SELL,59741514339.03,0.00042466,25369956.97,COMM_202511_B001
T0000325,2025-11-08,2025-11-03,C00249,B002,FUND,SZSE,SELL,66408155188.86,0.00044186,29343286.17,COMM_202511_B002
T0000326,2025-11-23,2025-11-11,C00229,B002,ETF,BSE,SELL,9747649213.42,0.00024629,2400796.43,COMM_202511_B002
T0000327,2025-11-22,2025-11-18,C00087,B002,STOCK,BSE,BUY,98730812871.49,0.00035885,35429093.21,COMM_202511_B002
T0000328,2025-11-12,2025-11-11,C00114,B002,STOCK,SSE,BUY,25224451878.88,0.00021466,5414625.01,COMM_202511_B002
T0000329,2025-11-09,2025-11-17,C00084,B003,STOCK,SZSE,SELL,7119768144.32,0.00039615,2820475.22,COMM_202511_B003
T0000330,2025-11-20,2025-11-25,C00301,B003,STOCK,SZSE,BUY,14785284789.2,0.00045235,6688114.66,COMM_202511_B003
T0000331,2025-11-16,2025-11-10,C00182,B003,STOCK,SZSE,BUY,57071022420.37,0.00045297,25851596.96,COMM_202511_B003
T0000332,2025-11-18,2025-11-07,C00316,B003,STOCK,SSE,BUY,28917579986.24,0.00039776,11502194.09,COMM_202511_B003
T0000333,2025-11-02,2025-11-26,C00193,B004,STOCK,SZSE,BUY,10244346103.23,0.00040253,4123678.9,COMM_202511_B004
T0000334,2025-11-23,2025-11-18,C00192,B004,STOCK,SZSE,SELL,73530178824.64,0.00034658,25484274.82,COMM_202511_B004
T0000335,2025-11-21,2025-11-11,C00077,B004,FUND,SZSE,SELL,21897750797.51,0.0004064,8899291.3,COMM_202511_B004
T0000336,2025-11-15,2025-11-23,C00218,B004,STOCK,SZSE,SELL,3580247846.77,0.00039739,1422741.03,COMM_202511_B004
T0000337,2025-11-03,2025-11-11,C00243,B005,BOND,SSE,BUY,12809523424.37,0.00042557,5451410.45,COMM_202511_B005
T0000338,2025-11-03,2025-11-16,C00272,B005,STOCK,SSE,SELL,26460262269.86,0.00042987,11374513.42,COMM_202511_B005
T0000339,2025-11-11,2025-11-09,C00255,B005,FUND,SSE,SELL,23479800721.69,0.00042245,9919024.95,COMM_202511_B005
T0000340,2025-11-12,2025-11-03,C00138,B005,STOCK,SZSE,SELL,12855916710.21,0.00043906,5644567.19,COMM_202511_B005
T0000341,2025-11-13,2025-11-07,C00019,B006,STOCK,SZSE,BUY,29029569269.61,0.00023039,6688173.58,COMM_202511_B006
T0000342,2025-11-07,2025-11-24,C00121,B006,STOCK,SZSE,BUY,16158986390.91,0.00021924,3542735.33,COMM_202511_B006
T0000343,2025-11-08,2025-11-17,C00253,B006,STOCK,SSE,SELL,14537854858.93,0.0004422,6428688.58,COMM_202511_B006
T0000344,2025-11-08,2025-11-16,C00260,B006,STOCK,SSE,SELL,29047683589.87,0.0004249,12342481.55,COMM_202511_B006
T0000345,2025-11-17,2025-11-04,C00069,B007,STOCK,SZSE,BUY,60127402937.76,0.00033921,20395588.02,COMM_202511_B007
T0000346,2025-11-23,2025-11-18,C00261,B007,FUND,SSE,BUY,21940824498.93,0.00044972,9867157.48,COMM_202511_B007
T0000347,2025-11-04,2025-11-19,C00055,B007,STOCK,SZSE,SELL,1915626156.72,0.00034677,664289.81,COMM_202511_B007
T0000348,2025-11-17,2025-11-26,C00207,B007,ETF,SSE,BUY,51824102447.28,0.00038474,19938560.94,COMM_202511_B007
T0000349,2025-11-09,2025-11-14,C00159,B008,STOCK,SSE,SELL,59485993085.24,0.00021562,12826254.72,COMM_202511_B008
T0000350,2025-11-13,2025-11-19,C00190,B008,STOCK,SSE,BUY,15767314528.95,0.00040027,6311254.28,COMM_202511_B008
T0000351,2025-11-13,2025-11-15,C00045,B008,FUND,SSE,BUY,40635186722.08,0.00023375,9498310.33,COMM_202511_B008
T0000352,2025-11-17,2025-11-12,C00172,B008,ETF,SSE,BUY,9195280746.1,0.00041509,3816890.39,COMM_202511_B008
T0000353,2025-12-15,2025-12-26,C00061,B001,FUND,SZSE,BUY,71799896310.67,0.00030948,22220678.21,COMM_202512_B001
T0000354,2025-12-21,2025-12-17,C00237,B001,ETF,SSE,SELL,32439517172.16,0.00044472,14426438.34,COMM_202512_B001
T0000355,2025-12-08,2025-12-12,C00283,B001,BOND,SSE,SELL,50495323558.04,0.00037784,19079025.34,COMM_202512_B001
T0000356,2025-12-19,2025-12-13,C00237,B001,BOND,SZSE,BUY,16980754262.9,0.00038498,6537322.27,COMM_202512_B001
T0000357,2025-12-20,2025-12-25,C00257,B002,ETF,SSE,BUY,44503268955.08,0.00042358,18850516.01,COMM_202512_B002
T0000358,2025-12-02,2025-12-17,C00224,B002,STOCK,SSE,SELL,61466584568.92,0.00045241,27808192.92,COMM_202512_B002
T0000359,2025-12-03,2025-12-14,C00257,B002,ETF,SZSE,SELL,54616548147.91,0.00040304,22012550.91,COMM_202512_B002
T0000360,2025-12-23,2025-12-16,C00210,B002,ETF,BSE,BUY,38632252246.86,0.00024195,9347249.55,COMM_202512_B002
T0000361,2025-12-06,2025-12-09,C00204,B003,ETF,SZSE,BUY,32049062209.09,0.00033919,10870754.22,COMM_202512_B003
T0000362,2025-12-16,2025-12-14,C00219,B003,ETF,SZSE,SELL,23671775621.08,0.00037212,8808774.07,COMM_202512_B003
T0000363,2025-12-08,2025-12-14,C00221,B003,FUND,SZSE,BUY,11333313511.19,0.00042583,4826057.89,COMM_202512_B003
T0000364,2025-12-23,2025-12-04,C00231,B003,ETF,SSE,BUY,110644775999.35,0.00023554,26061389.39,COMM_202512_B003
T0000365,2025-12-10,2025-12-04,C00133,B004,FUND,SZSE,BUY,10040543564.59,0.00038369,3852456.57,COMM_202512_B004
T0000366,2025-12-09,2025-12-05,C00220,B004,STOCK,SSE,BUY,4341218588.74,0.0003953,1716090.96,COMM_202512_B004
T0000367,2025-12-02,2025-12-17,C00234,B004,STOCK,SZSE,SELL,71986355398.43,0.00042242,30408492.8,COMM_202512_B004
T0000368,2025-12-23,2025-12-19,C00041,B004,STOCK,SSE,BUY,21612116931.53,0.00031055,6711747.55,COMM_202512_B004
T0000369,2025-12-13,2025-12-02,C00142,B005,STOCK,SSE,SELL,37918773447.05,0.0003188,12088410.31,COMM_202512_B005
T0000370,2025-12-17,2025-12-13,C00290,B005,STOCK,SSE,BUY,12319432654.94,0.0004115,5069500.63,COMM_202512_B005
T0000371,2025-12-15,2025-12-11,C00203,B005,BOND,SSE,SELL,24018029192.87,0.00039659,9525259.05,COMM_202512_B005
T0000372,2025-12-07,2025-12-04,C00290,B005,STOCK,SZSE,BUY,20488719582.47,0.00041327,8467366.38,COMM_202512_B005
T0000373,2025-12-18,2025-12-26,C00010,B006,STOCK,SSE,SELL,2362425913.22,0.00040534,957577.6,COMM_202512_B006
T0000374,2025-12-16,2025-12-09,C00289,B006,STOCK,SSE,BUY,44389789711.78,0.0003947,17520528.58,COMM_202512_B006
T0000375,2025-12-17,2025-12-11,C00014,B006,STOCK,SZSE,SELL,18932135845.14,0.00035962,6808325.79,COMM_202512_B006
T0000376,2025-12-12,2025-12-22,C00313,B006,STOCK,SZSE,BUY,26544590902.22,0.00022098,5865709.34,COMM_202512_B006
T0000377,2025-12-03,2025-12-07,C00055,B007,ETF,SSE,BUY,97568400753.37,0.00032784,31987228.49,COMM_202512_B007
T0000378,2025-12-16,2025-12-26,C00164,B007,STOCK,SZSE,BUY,724473924.73,0.00022564,163467.6,COMM_202512_B007
T0000379,2025-12-09,2025-12-06,C00092,B007,BOND,SSE,SELL,4626145416.4,0.00034408,1591774.05,COMM_202512_B007
T0000380,2025-12-22,2025-12-14,C00189,B007,FUND,SZSE,SELL,55516357368.19,0.00037494,20815314.35,COMM_202512_B007
T0000381,2025-12-16,2025-12-20,C00070,B008,STOCK,SSE,BUY,23542088017.17,0.00033235,7824270.82,COMM_202512_B008
T0000382,2025-12-13,2025-12-16,C00295,B008,STOCK,SZSE,BUY,2810106756.6,0.00045343,1274187.76,COMM_202512_B008
T0000383,2025-12-16,2025-12-22,C00144,B008,STOCK,SZSE,BUY,58511050954.31,0.00034016,19903354.68,COMM_202512_B008
T0000384,2025-12-02,2025-12-09,C00295,B008,STOCK,SSE,SELL,15916459362.36,0.00038552,6136071.52,COMM_202512_B008
