subledger_id,source_system,source_doc_id,period,biz_line_id,branch_id,customer_type,account_code,amount,dr_cr,accounting_standard,recognition_batch_id,status
SL0000168,COMMISSION_SYSTEM,CM0000167,2025-06,BROKERAGE,B002,RETAIL,6021,44546266.42,CR,CAS,COMM_202506_B002,RECOGNIZED
SL0000169,COMMISSION_SYSTEM,CM0000168,2025-06,BROKERAGE,B002,RETAIL,6021,4206383.62,CR,CAS,COMM_202506_B002,RECOGNIZED
SL0000170,COMMISSION_SYSTEM,CM0000169,2025-06,BROKERAGE,B003,RETAIL,6021,4476035.56,CR,CAS,COMM_202506_B003,RECOGNIZED
SL0000171,COMMISSION_SYSTEM,CM0000170,2025-06,BROKERAGE,B003,RETAIL,6021,1568870.62,CR,CAS,COMM_202506_B003,RECOGNIZED
SL0000172,COMMISSION_SYSTEM,CM0000171,2025-06,BROKERAGE,B003,HNW,6021,1015737.47,CR,CAS,COMM_202506_B003,RECOGNIZED
SL0000173,COMMISSION_SYSTEM,CM0000172,2025-06,BROKERAGE,B003,HNW,6021,28751340.11,CR,CAS,COMM_202506_B003,RECOGNIZED
SL0000174,COMMISSION_SYSTEM,CM0000173,2025-06,BROKERAGE,B004,RETAIL,6021,13344098.1,CR,CAS,COMM_202506_B004,RECOGNIZED
SL0000175,COMMISSION_SYSTEM,CM0000174,2025-06,BROKERAGE,B004,RETAIL,6021,901598.24,CR,CAS,COMM_202506_B004,RECOGNIZED
SL0000176,COMMISSION_SYSTEM,CM0000175,2025-06,BROKERAGE,B004,RETAIL,6021,14244675.18,CR,CAS,COMM_202506_B004,RECOGNIZED
SL0000177,COMMISSION_SYSTEM,CM0000176,2025-06,BROKERAGE,B004,RETAIL,6021,1812076.29,CR,CAS,COMM_202506_B004,RECOGNIZED
SL0000178,COMMISSION_SYSTEM,CM0000177,2025-06,BROKERAGE,B005,RETAIL,6021,11390440.62,CR,CAS,COMM_202506_B005,RECOGNIZED
SL0000179,COMMISSION_SYSTEM,CM0000178,2025-06,BROKERAGE,B005,RETAIL,6021,4578556.31,CR,CAS,COMM_202506_B005,RECOGNIZED
SL0000180,COMMISSION_SYSTEM,CM0000179,2025-06,BROKERAGE,B005,RETAIL,6021,6780431.92,CR,CAS,COMM_202506_B005,RECOGNIZED
SL0000181,COMMISSION_SYSTEM,CM0000180,2025-06,BROKERAGE,B005,RETAIL,6021,2043482.98,CR,CAS,COMM_202506_B005,RECOGNIZED
SL0000182,COMMISSION_SYSTEM,CM0000181,2025-06,BROKERAGE,B006,RETAIL,6021,3356588.97,CR,CAS,COMM_202506_B006,RECOGNIZED
SL0000183,COMMISSION_SYSTEM,CM0000182,2025-06,BROKERAGE,B006,RETAIL,6021,5654561.64,CR,CAS,COMM_202506_B006,RECOGNIZED
SL0000184,COMMISSION_SYSTEM,CM0000183,2025-06,BROKERAGE,B006,RETAIL,6021,8182772.58,CR,CAS,COMM_202506_B006,RECOGNIZED
SL0000185,COMMISSION_SYSTEM,CM0000184,2025-06,BROKERAGE,B006,RETAIL,6021,4844220.66,CR,CAS,COMM_202506_B006,RECOGNIZED
SL0000186,COMMISSION_SYSTEM,CM0000185,2025-06,BROKERAGE,B007,INSTITUTION,6021,656464.19,CR,CAS,COMM_202506_B007,RECOGNIZED
SL0000187,COMMISSION_SYSTEM,CM0000186,2025-06,BROKERAGE,B007,RETAIL,6021,15577461.66,CR,CAS,COMM_202506_B007,RECOGNIZED
SL0000188,COMMISSION_SYSTEM,CM0000187,2025-06,BROKERAGE,B007,INSTITUTION,6021,21326242.64,CR,CAS,COMM_202506_B007,RECOGNIZED
SL0000189,COMMISSION_SYSTEM,CM0000188,2025-06,BROKERAGE,B007,RETAIL,6021,1006583.25,CR,CAS,COMM_202506_B007,RECOGNIZED
SL0000190,COMMISSION_SYSTEM,CM0000189,2025-06,BROKERAGE,B008,INSTITUTION,6021,1171153.22,CR,CAS,COMM_202506_B008,RECOGNIZED
SL0000191,COMMISSION_SYSTEM,CM0000190,2025-06,BROKERAGE,B008,RETAIL,6021,1206201.07,CR,CAS,COMM_202506_B008,RECOGNIZED
SL0000192,COMMISSION_SYSTEM,CM0000191,2025-06,BROKERAGE,B008,HNW,6021,4403632.19,CR,CAS,COMM_202506_B008,RECOGNIZED
SL0000193,COMMISSION_SYSTEM,CM0000192,2025-06,BROKERAGE,B008,RETAIL,6021,18011925.35,CR,CAS,COMM_202506_B008,RECOGNIZED
SL0000194,WEALTH_SYSTEM,WL202506,2025-06,WEALTH,B002,HNW,6022,3330731.04,CR,CAS,WEALTH_202506,RECOGNIZED
SL0000195,COMMISSION_SYSTEM,CM0000193,2025-07,BROKERAGE,B001,RETAIL,6021,454849.77,CR,CAS,COMM_202507_B001,RECOGNIZED
SL0000196,COMMISSION_SYSTEM,CM0000194,2025-07,BROKERAGE,B001,RETAIL,6021,27016398.26,CR,CAS,COMM_202507_B001,RECOGNIZED
SL0000197,COMMISSION_SYSTEM,CM0000195,2025-07,BROKERAGE,B001,RETAIL,6021,3368957.56,CR,CAS,COMM_202507_B001,RECOGNIZED
SL0000198,COMMISSION_SYSTEM,CM0000196,2025-07,BROKERAGE,B001,HNW,6021,10515323.61,CR,CAS,COMM_202507_B001,RECOGNIZED
SL0000199,COMMISSION_SYSTEM,CM0000197,2025-07,BROKERAGE,B002,HNW,6021,11438793.21,CR,CAS,COMM_202507_B002,RECOGNIZED
SL0000200,COMMISSION_SYSTEM,CM0000198,2025-07,BROKERAGE,B002,INSTITUTION,6021,13884299.76,CR,CAS,COMM_202507_B002,RECOGNIZED
SL0000201,COMMISSION_SYSTEM,CM0000199,2025-07,BROKERAGE,B002,RETAIL,6021,15539701.58,CR,CAS,COMM_202507_B002,RECOGNIZED
SL0000202,COMMISSION_SYSTEM,CM0000200,2025-07,BROKERAGE,B002,RETAIL,6021,10831616.95,CR,CAS,COMM_202507_B002,RECOGNIZED
SL0000203,COMMISSION_SYSTEM,CM0000201,2025-07,BROKERAGE,B003,RETAIL,6021,3181185.57,CR,CAS,COMM_202507_B003,RECOGNIZED
SL0000204,COMMISSION_SYSTEM,CM0000202,2025-07,BROKERAGE,B003,RETAIL,6021,20493223.46,CR,CAS,COMM_202507_B003,RECOGNIZED
SL0000205,COMMISSION_SYSTEM,CM0000203,2025-07,BROKERAGE,B003,RETAIL,6021,2822233.11,CR,CAS,COMM_202507_B003,RECOGNIZED
SL0000206,COMMISSION_SYSTEM,CM0000204,2025-07,BROKERAGE,B003,RETAIL,6021,7104725.34,CR,CAS,COMM_202507_B003,RECOGNIZED
SL0000207,COMMISSION_SYSTEM,CM0000205,2025-07,BROKERAGE,B004,RETAIL,6021,1798454.08,CR,CAS,COMM_202507_B004,RECOGNIZED
SL0000208,COMMISSION_SYSTEM,CM0000206,2025-07,BROKERAGE,B004,RETAIL,6021,23226124.63,CR,CAS,COMM_202507_B004,RECOGNIZED
SL0000209,COMMISSION_SYSTEM,CM0000207,2025-07,BROKERAGE,B004,RETAIL,6021,2225479.26,CR,CAS,COMM_202507_B004,RECOGNIZED
SL0000210,COMMISSION_SYSTEM,CM0000208,2025-07,BROKERAGE,B004,HNW,6021,1181868.35,CR,CAS,COMM_202507_B004,RECOGNIZED
SL0000211,COMMISSION_SYSTEM,CM0000209,2025-07,BROKERAGE,B005,RETAIL,6021,91363.67,CR,CAS,COMM_202507_B005,RECOGNIZED
SL0000212,COMMISSION_SYSTEM,CM0000210,2025-07,BROKERAGE,B005,HNW,6021,1669022.63,CR,CAS,COMM_202507_B005,RECOGNIZED
SL0000213,COMMISSION_SYSTEM,CM0000211,2025-07,BROKERAGE,B005,HNW,6021,18114991.57,CR,CAS,COMM_202507_B005,RECOGNIZED
SL0000214,COMMISSION_SYSTEM,CM0000212,2025-07,BROKERAGE,B005,RETAIL,6021,3387107.31,CR,CAS,COMM_202507_B005,RECOGNIZED
SL0000215,COMMISSION_SYSTEM,CM0000213,2025-07,BROKERAGE,B006,RETAIL,6021,4752643.88,CR,CAS,COMM_202507_B006,RECOGNIZED
SL0000216,COMMISSION_SYSTEM,CM0000214,2025-07,BROKERAGE,B006,INSTITUTION,6021,4072911.37,CR,CAS,COMM_202507_B006,RECOGNIZED
SL0000217,COMMISSION_SYSTEM,CM0000215,2025-07,BROKERAGE,B006,INSTITUTION,6021,6260440.65,CR,CAS,COMM_202507_B006,RECOGNIZED
SL0000218,COMMISSION_SYSTEM,CM0000216,2025-07,BROKERAGE,B006,RETAIL,6021,5591768.7,CR,CAS,COMM_202507_B006,RECOGNIZED
SL0000219,COMMISSION_SYSTEM,CM0000217,2025-07,BROKERAGE,B007,RETAIL,6021,14972235.32,CR,CAS,COMM_202507_B007,RECOGNIZED
SL0000220,COMMISSION_SYSTEM,CM0000218,2025-07,BROKERAGE,B007,INSTITUTION,6021,12138714.16,CR,CAS,COMM_202507_B007,RECOGNIZED
SL0000221,COMMISSION_SYSTEM,CM0000219,2025-07,BROKERAGE,B007,RETAIL,6021,1748964.2,CR,CAS,COMM_202507_B007,RECOGNIZED
SL0000222,COMMISSION_SYSTEM,CM0000220,2025-07,BROKERAGE,B007,INSTITUTION,6021,7326174.38,CR,CAS,COMM_202507_B007,RECOGNIZED
SL0000223,COMMISSION_SYSTEM,CM0000221,2025-07,BROKERAGE,B008,RETAIL,6021,17493788.0,CR,CAS,COMM_202507_B008,RECOGNIZED
SL0000224,COMMISSION_SYSTEM,CM0000222,2025-07,BROKERAGE,B008,HNW,6021,3950407.48,CR,CAS,COMM_202507_B008,RECOGNIZED
SL0000225,COMMISSION_SYSTEM,CM0000223,2025-07,BROKERAGE,B008,RETAIL,6021,84281.54,CR,CAS,COMM_202507_B008,RECOGNIZED
SL0000226,COMMISSION_SYSTEM,CM0000224,2025-07,BROKERAGE,B008,RETAIL,6021,1734008.16,CR,CAS,COMM_202507_B008,RECOGNIZED
SL0000227,WEALTH_SYSTEM,WL202507,2025-07,WEALTH,B005,HNW,6022,3125130.36,CR,CAS,WEALTH_202507,RECOGNIZED
SL0000228,COMMISSION_SYSTEM,CM0000225,2025-08,BROKERAGE,B001,HNW,6021,14611063.13,CR,CAS,COMM_202508_B001,RECOGNIZED
SL0000229,COMMISSION_SYSTEM,CM0000226,2025-08,BROKERAGE,B001,RETAIL,6021,9473374.15,CR,CAS,COMM_202508_B001,RECOGNIZED
SL0000230,COMMISSION_SYSTEM,CM0000227,2025-08,BROKERAGE,B001,RETAIL,6021,9110326.93,CR,CAS,COMM_202508_B001,RECOGNIZED
SL0000231,COMMISSION_SYSTEM,CM0000228,2025-08,BROKERAGE,B001,RETAIL,6021,9793220.09,CR,CAS,COMM_202508_B001,RECOGNIZED
SL0000232,COMMISSION_SYSTEM,CM0000229,2025-08,BROKERAGE,B002,RETAIL,6021,26514383.95,CR,CAS,COMM_202508_B002,RECOGNIZED
SL0000233,COMMISSION_SYSTEM,CM0000230,2025-08,BROKERAGE,B002,RETAIL,6021,5381416.15,CR,CAS,COMM_202508_B002,RECOGNIZED
SL0000234,COMMISSION_SYSTEM,CM0000231,2025-08,BROKERAGE,B002,RETAIL,6021,2120964.32,CR,CAS,COMM_202508_B002,RECOGNIZED
SL0000235,COMMISSION_SYSTEM,CM0000232,2025-08,BROKERAGE,B002,RETAIL,6021,19718215.96,CR,CAS,COMM_202508_B002,RECOGNIZED
SL0000236,COMMISSION_SYSTEM,CM0000233,2025-08,BROKERAGE,B003,INSTITUTION,6021,23883571.31,CR,CAS,COMM_202508_B003,RECOGNIZED
SL0000237,COMMISSION_SYSTEM,CM0000234,2025-08,BROKERAGE,B003,RETAIL,6021,2240942.64,CR,CAS,COMM_202508_B003,RECOGNIZED
SL0000238,COMMISSION_SYSTEM,CM0000235,2025-08,BROKERAGE,B003,RETAIL,6021,3364163.51,CR,CAS,COMM_202508_B003,RECOGNIZED
SL0000239,COMMISSION_SYSTEM,CM0000236,2025-08,BROKERAGE,B003,HNW,6021,5439059.79,CR,CAS,COMM_202508_B003,RECOGNIZED
SL0000240,COMMISSION_SYSTEM,CM0000237,2025-08,BROKERAGE,B004,RETAIL,6021,1200348.88,CR,CAS,COMM_202508_B004,RECOGNIZED
SL0000241,COMMISSION_SYSTEM,CM0000238,2025-08,BROKERAGE,B004,RETAIL,6021,15431566.33,CR,CAS,COMM_202508_B004,RECOGNIZED
SL0000242,COMMISSION_SYSTEM,CM0000239,2025-08,BROKERAGE,B004,RETAIL,6021,9113000.9,CR,CAS,COMM_202508_B004,RECOGNIZED
SL0000243,COMMISSION_SYSTEM,CM0000240,2025-08,BROKERAGE,B004,RETAIL,6021,3809323.1,CR,CAS,COMM_202508_B004,RECOGNIZED
SL0000244,COMMISSION_SYSTEM,CM0000241,2025-08,BROKERAGE,B005,RETAIL,6021,5413209.99,CR,CAS,COMM_202508_B005,RECOGNIZED
SL0000245,COMMISSION_SYSTEM,CM0000242,2025-08,BROKERAGE,B005,RETAIL,6021,8373584.37,CR,CAS,COMM_202508_B005,RECOGNIZED
SL0000246,COMMISSION_SYSTEM,CM0000243,2025-08,BROKERAGE,B005,HNW,6021,2588302.79,CR,CAS,COMM_202508_B005,RECOGNIZED
SL0000247,COMMISSION_SYSTEM,CM0000244,2025-08,BROKERAGE,B005,RETAIL,6021,7805644.02,CR,CAS,COMM_202508_B005,RECOGNIZED
SL0000248,COMMISSION_SYSTEM,CM0000245,2025-08,BROKERAGE,B006,RETAIL,6021,4190329.62,CR,CAS,COMM_202508_B006,RECOGNIZED
SL0000249,COMMISSION_SYSTEM,CM0000246,2025-08,BROKERAGE,B006,INSTITUTION,6021,4094496.13,CR,CAS,COMM_202508_B006,RECOGNIZED
SL0000250,COMMISSION_SYSTEM,CM0000247,2025-08,BROKERAGE,B006,HNW,6021,5357987.26,CR,CAS,COMM_202508_B006,RECOGNIZED
SL0000251,COMMISSION_SYSTEM,CM0000248,2025-08,BROKERAGE,B006,RETAIL,6021,7851179.14,CR,CAS,COMM_202508_B006,RECOGNIZED
SL0000252,COMMISSION_SYSTEM,CM0000249,2025-08,BROKERAGE,B007,RETAIL,6021,6989829.78,CR,CAS,COMM_202508_B007,RECOGNIZED
SL0000253,COMMISSION_SYSTEM,CM0000250,2025-08,BROKERAGE,B007,RETAIL,6021,17499796.2,CR,CAS,COMM_202508_B007,RECOGNIZED
SL0000254,COMMISSION_SYSTEM,CM0000251,2025-08,BROKERAGE,B007,RETAIL,6021,6203957.0,CR,CAS,COMM_202508_B007,RECOGNIZED
SL0000255,COMMISSION_SYSTEM,CM0000252,2025-08,BROKERAGE,B007,RETAIL,6021,6920903.28,CR,CAS,COMM_202508_B007,RECOGNIZED
SL0000256,COMMISSION_SYSTEM,CM0000253,2025-08,BROKERAGE,B008,RETAIL,6021,4766708.75,CR,CAS,COMM_202508_B008,RECOGNIZED
SL0000257,COMMISSION_SYSTEM,CM0000254,2025-08,BROKERAGE,B008,RETAIL,6021,8301869.65,CR,CAS,COMM_202508_B008,RECOGNIZED
SL0000258,COMMISSION_SYSTEM,CM0000255,2025-08,BROKERAGE,B008,RETAIL,6021,9180961.55,CR,CAS,COMM_202508_B008,RECOGNIZED
SL0000259,COMMISSION_SYSTEM,CM0000256,2025-08,BROKERAGE,B008,RETAIL,6021,1931201.22,CR,CAS,COMM_202508_B008,RECOGNIZED
SL0000260,WEALTH_SYSTEM,WL202508,2025-08,WEALTH,B002,HNW,6022,3248490.76,CR,CAS,WEALTH_202508,RECOGNIZED
SL0000261,COMMISSION_SYSTEM,CM0000257,2025-09,BROKERAGE,B001,HNW,6021,35790018.11,CR,CAS,COMM_202509_B001,RECOGNIZED
SL0000262,COMMISSION_SYSTEM,CM0000258,2025-09,BROKERAGE,B001,RETAIL,6021,951697.37,CR,CAS,COMM_202509_B001,RECOGNIZED
SL0000263,COMMISSION_SYSTEM,CM0000259,2025-09,BROKERAGE,B001,RETAIL,6021,1838331.16,CR,CAS,COMM_202509_B001,RECOGNIZED
SL0000264,COMMISSION_SYSTEM,CM0000260,2025-09,BROKERAGE,B001,HNW,6021,10937758.06,CR,CAS,COMM_202509_B001,RECOGNIZED
SL0000265,COMMISSION_SYSTEM,CM0000261,2025-09,BROKERAGE,B002,RETAIL,6021,6542253.33,CR,CAS,COMM_202509_B002,RECOGNIZED
SL0000266,COMMISSION_SYSTEM,CM0000262,2025-09,BROKERAGE,B002,RETAIL,6021,31037745.4,CR,CAS,COMM_202509_B002,RECOGNIZED
SL0000267,COMMISSION_SYSTEM,CM0000263,2025-09,BROKERAGE,B002,RETAIL,6021,129529.62,CR,CAS,COMM_202509_B002,RECOGNIZED
SL0000268,COMMISSION_SYSTEM,CM0000264,2025-09,BROKERAGE,B002,RETAIL,6021,24187727.52,CR,CAS,COMM_202509_B002,RECOGNIZED
SL0000269,COMMISSION_SYSTEM,CM0000265,2025-09,BROKERAGE,B003,HNW,6021,1351368.14,CR,CAS,COMM_202509_B003,RECOGNIZED
SL0000270,COMMISSION_SYSTEM,CM0000266,2025-09,BROKERAGE,B003,INSTITUTION,6021,4859738.54,CR,CAS,COMM_202509_B003,RECOGNIZED
SL0000271,COMMISSION_SYSTEM,CM0000267,2025-09,BROKERAGE,B003,INSTITUTION,6021,21250518.28,CR,CAS,COMM_202509_B003,RECOGNIZED
SL0000272,COMMISSION_SYSTEM,CM0000268,2025-09,BROKERAGE,B003,INSTITUTION,6021,12771591.36,CR,CAS,COMM_202509_B003,RECOGNIZED
SL0000273,COMMISSION_SYSTEM,CM0000269,2025-09,BROKERAGE,B004,RETAIL,6021,2623639.52,CR,CAS,COMM_202509_B004,RECOGNIZED
SL0000274,COMMISSION_SYSTEM,CM0000270,2025-09,BROKERAGE,B004,HNW,6021,3462152.26,CR,CAS,COMM_202509_B004,RECOGNIZED
SL0000275,COMMISSION_SYSTEM,CM0000271,2025-09,BROKERAGE,B004,RETAIL,6021,8176437.51,CR,CAS,COMM_202509_B004,RECOGNIZED
SL0000276,COMMISSION_SYSTEM,CM0000272,2025-09,BROKERAGE,B004,RETAIL,6021,19781261.44,CR,CAS,COMM_202509_B004,RECOGNIZED
SL0000277,COMMISSION_SYSTEM,CM0000273,2025-09,BROKERAGE,B005,RETAIL,6021,906516.91,CR,CAS,COMM_202509_B005,RECOGNIZED
SL0000278,COMMISSION_SYSTEM,CM0000274,2025-09,BROKERAGE,B005,RETAIL,6021,8782570.13,CR,CAS,COMM_202509_B005,RECOGNIZED
SL0000279,COMMISSION_SYSTEM,CM0000275,2025-09,BROKERAGE,B005,RETAIL,6021,2192764.4,CR,CAS,COMM_202509_B005,RECOGNIZED
SL0000280,COMMISSION_SYSTEM,CM0000276,2025-09,BROKERAGE,B005,HNW,6021,15971913.71,CR,CAS,COMM_202509_B005,RECOGNIZED
SL0000281,COMMISSION_SYSTEM,CM0000277,2025-09,BROKERAGE,B006,RETAIL,6021,500844.33,CR,CAS,COMM_202509_B006,RECOGNIZED
SL0000282,COMMISSION_SYSTEM,CM0000278,2025-09,BROKERAGE,B006,INSTITUTION,6021,4410595.95,CR,CAS,COMM_202509_B006,RECOGNIZED
SL0000283,COMMISSION_SYSTEM,CM0000279,2025-09,BROKERAGE,B006,INSTITUTION,6021,1438890.5,CR,CAS,COMM_202509_B006,RECOGNIZED
SL0000284,COMMISSION_SYSTEM,CM0000280,2025-09,BROKERAGE,B006,RETAIL,6021,18408571.57,CR,CAS,COMM_202509_B006,RECOGNIZED
SL0000285,COMMISSION_SYSTEM,CM0000281,2025-09,BROKERAGE,B007,RETAIL,6021,6476969.44,CR,CAS,COMM_202509_B007,RECOGNIZED
SL0000286,COMMISSION_SYSTEM,CM0000282,2025-09,BROKERAGE,B007,RETAIL,6021,22167761.34,CR,CAS,COMM_202509_B007,RECOGNIZED
SL0000287,COMMISSION_SYSTEM,CM0000283,2025-09,BROKERAGE,B007,HNW,6021,354563.46,CR,CAS,COMM_202509_B007,RECOGNIZED
SL0000288,COMMISSION_SYSTEM,CM0000284,2025-09,BROKERAGE,B007,RETAIL,6021,14328784.88,CR,CAS,COMM_202509_B007,RECOGNIZED
SL0000289,COMMISSION_SYSTEM,CM0000285,2025-09,BROKERAGE,B008,RETAIL,6021,10862704.88,CR,CAS,COMM_202509_B008,RECOGNIZED
SL0000290,COMMISSION_SYSTEM,CM0000286,2025-09,BROKERAGE,B008,INSTITUTION,6021,52364.07,CR,CAS,COMM_202509_B008,RECOGNIZED
SL0000291,COMMISSION_SYSTEM,CM0000287,2025-09,BROKERAGE,B008,HNW,6021,16875581.91,CR,CAS,COMM_202509_B008,RECOGNIZED
SL0000292,COMMISSION_SYSTEM,CM0000288,2025-09,BROKERAGE,B008,RETAIL,6021,63114.29,CR,CAS,COMM_202509_B008,RECOGNIZED
SL0000293,WEALTH_SYSTEM,WL202509,2025-09,WEALTH,B005,HNW,6021,3741932.4,CR,CAS,WEALTH_202509,RECOGNIZED
SL0000294,COMMISSION_SYSTEM,CM0000289,2025-10,BROKERAGE,B001,RETAIL,6021,174653.22,CR,CAS,COMM_202510_B001,RECOGNIZED
SL0000295,COMMISSION_SYSTEM,CM0000290,2025-10,BROKERAGE,B001,HNW,6021,9727084.3,CR,CAS,COMM_202510_B001,RECOGNIZED
SL0000296,COMMISSION_SYSTEM,CM0000291,2025-10,BROKERAGE,B001,INSTITUTION,6021,25310418.34,CR,CAS,COMM_202510_B001,RECOGNIZED
SL0000297,COMMISSION_SYSTEM,CM0000292,2025-10,BROKERAGE,B001,RETAIL,6021,11584890.35,CR,CAS,COMM_202510_B001,RECOGNIZED
SL0000298,COMMISSION_SYSTEM,CM0000293,2025-10,BROKERAGE,B002,RETAIL,6021,44981067.15,CR,CAS,COMM_202510_B002,RECOGNIZED
SL0000299,COMMISSION_SYSTEM,CM0000294,2025-10,BROKERAGE,B002,RETAIL,6021,5524464.8,CR,CAS,COMM_202510_B002,RECOGNIZED
SL0000300,COMMISSION_SYSTEM,CM0000295,2025-10,BROKERAGE,B002,RETAIL,6021,2034462.77,CR,CAS,COMM_202510_B002,RECOGNIZED
SL0000301,COMMISSION_SYSTEM,CM0000296,2025-10,BROKERAGE,B002,RETAIL,6021,5956313.04,CR,CAS,COMM_202510_B002,RECOGNIZED
SL0000302,COMMISSION_SYSTEM,CM0000297,2025-10,BROKERAGE,B003,INSTITUTION,6021,14224960.22,CR,CAS,COMM_202510_B003,RECOGNIZED
SL0000303,COMMISSION_SYSTEM,CM0000298,2025-10,BROKERAGE,B003,RETAIL,6021,16571303.45,CR,CAS,COMM_202510_B003,RECOGNIZED
SL0000304,COMMISSION_SYSTEM,CM0000299,2025-10,BROKERAGE,B003,RETAIL,6021,6956844.75,CR,CAS,COMM_202510_B003,RECOGNIZED
SL0000305,COMMISSION_SYSTEM,CM0000300,2025-10,BROKERAGE,B003,RETAIL,6021,269491.63,CR,CAS,COMM_202510_B003,RECOGNIZED
SL0000306,COMMISSION_SYSTEM,CM0000301,2025-10,BROKERAGE,B004,RETAIL,6021,10804082.65,CR,CAS,COMM_202510_B004,RECOGNIZED
SL0000307,COMMISSION_SYSTEM,CM0000302,2025-10,BROKERAGE,B004,RETAIL,6021,180849.88,CR,CAS,COMM_202510_B004,RECOGNIZED
SL0000308,COMMISSION_SYSTEM,CM0000303,2025-10,BROKERAGE,B004,HNW,6021,14310876.24,CR,CAS,COMM_202510_B004,RECOGNIZED
SL0000309,COMMISSION_SYSTEM,CM0000304,2025-10,BROKERAGE,B004,RETAIL,6021,6877160.5,CR,CAS,COMM_202510_B004,RECOGNIZED
SL0000310,COMMISSION_SYSTEM,CM0000305,2025-10,BROKERAGE,B005,RETAIL,6021,11904425.91,CR,CAS,COMM_202510_B005,RECOGNIZED
SL0000311,COMMISSION_SYSTEM,CM0000306,2025-10,BROKERAGE,B005,RETAIL,6021,13226928.11,CR,CAS,COMM_202510_B005,RECOGNIZED
SL0000312,COMMISSION_SYSTEM,CM0000307,2025-10,BROKERAGE,B005,HNW,6021,25352.63,CR,CAS,COMM_202510_B005,RECOGNIZED
SL0000313,COMMISSION_SYSTEM,CM0000308,2025-10,BROKERAGE,B005,RETAIL,6021,1166631.85,CR,CAS,COMM_202510_B005,RECOGNIZED
SL0000314,COMMISSION_SYSTEM,CM0000309,2025-10,BROKERAGE,B006,INSTITUTION,6021,3959476.58,CR,CAS,COMM_202510_B006,RECOGNIZED
SL0000315,COMMISSION_SYSTEM,CM0000310,2025-10,BROKERAGE,B006,INSTITUTION,6021,344941.9,CR,CAS,COMM_202510_B006,RECOGNIZED
SL0000316,COMMISSION_SYSTEM,CM0000311,2025-10,BROKERAGE,B006,INSTITUTION,6021,4598394.72,CR,CAS,COMM_202510_B006,RECOGNIZED
SL0000317,COMMISSION_SYSTEM,CM0000312,2025-10,BROKERAGE,B006,RETAIL,6021,14495709.9,CR,CAS,COMM_202510_B006,RECOGNIZED
SL0000318,COMMISSION_SYSTEM,CM0000313,2025-10,BROKERAGE,B007,INSTITUTION,6021,16174200.01,CR,CAS,COMM_202510_B007,RECOGNIZED
SL0000319,COMMISSION_SYSTEM,CM0000314,2025-10,BROKERAGE,B007,RETAIL,6021,19830151.86,CR,CAS,COMM_202510_B007,RECOGNIZED
SL0000320,COMMISSION_SYSTEM,CM0000315,2025-10,BROKERAGE,B007,HNW,6021,1510490.19,CR,CAS,COMM_202510_B007,RECOGNIZED
SL0000321,COMMISSION_SYSTEM,CM0000316,2025-10,BROKERAGE,B007,RETAIL,6021,3432573.37,CR,CAS,COMM_202510_B007,RECOGNIZED
SL0000322,COMMISSION_SYSTEM,CM0000317,2025-10,BROKERAGE,B008,HNW,6021,12105279.83,CR,CAS,COMM_202510_B008,RECOGNIZED
SL0000323,COMMISSION_SYSTEM,CM0000318,2025-10,BROKERAGE,B008,HNW,6021,3924146.05,CR,CAS,COMM_202510_B008,RECOGNIZED
SL0000324,COMMISSION_SYSTEM,CM0000319,2025-10,BROKERAGE,B008,RETAIL,6021,9464046.26,CR,CAS,COMM_202510_B008,RECOGNIZED
SL0000325,COMMISSION_SYSTEM,CM0000320,2025-10,BROKERAGE,B008,RETAIL,6021,829866.35,CR,CAS,COMM_202510_B008,RECOGNIZED
SL0000326,WEALTH_SYSTEM,WL202510,2025-10,WEALTH,B002,HNW,6021,3536331.72,CR,CAS,WEALTH_202510,RECOGNIZED
SL0000327,COMMISSION_SYSTEM,CM0000321,2025-11,BROKERAGE,B001,RETAIL,6021,14003153.31,CR,CAS,COMM_202511_B001,RECOGNIZED
SL0000328,COMMISSION_SYSTEM,CM0000322,2025-11,BROKERAGE,B001,RETAIL,6021,9392602.49,CR,CAS,COMM_202511_B001,RECOGNIZED
SL0000329,COMMISSION_SYSTEM,CM0000323,2025-11,BROKERAGE,B001,RETAIL,6021,6417026.89,CR,CAS,COMM_202511_B001,RECOGNIZED
SL0000330,COMMISSION_SYSTEM,CM0000324,2025-11,BROKERAGE,B001,RETAIL,6021,23514083.91,CR,CAS,COMM_202511_B001,RECOGNIZED
SL0000331,COMMISSION_SYSTEM,CM0000325,2025-11,BROKERAGE,B002,RETAIL,6021,26859313.83,CR,CAS,COMM_202511_B002,RECOGNIZED
SL0000332,COMMISSION_SYSTEM,CM0000326,2025-11,BROKERAGE,B002,INSTITUTION,6021,2232878.69,CR,CAS,COMM_202511_B002,RECOGNIZED
SL0000333,COMMISSION_SYSTEM,CM0000327,2025-11,BROKERAGE,B002,HNW,6021,32513328.47,CR,CAS,COMM_202511_B002,RECOGNIZED
SL0000334,COMMISSION_SYSTEM,CM0000328,2025-11,BROKERAGE,B002,INSTITUTION,6021,5053062.27,CR,CAS,COMM_202511_B002,RECOGNIZED
SL0000335,COMMISSION_SYSTEM,CM0000329,2025-11,BROKERAGE,B003,RETAIL,6021,2611393.01,CR,CAS,COMM_202511_B003,RECOGNIZED
