allocation_id,period,pool_id,rule_id,target_id,target_type,allocated_amount,allocation_ratio,posting_status,management_account_code
ALLOC00028_B007,2025-03,POOL00028,RULE_202503_08_V2,B007,BRANCH,707607.53,0.05036472,POSTED,6602
ALLOC00028_B008,2025-03,POOL00028,RULE_202503_08_V2,B008,BRANCH,2465791.65,0.17550536,POSTED,6602
ALLOC00029_B001,2025-03,POOL00029,RULE_202503_09_V2,B001,BRANCH,672214.1,0.0964751,POSTED,6602
ALLOC00029_B002,2025-03,POOL00029,RULE_202503_09_V2,B002,BRANCH,475938.83,0.06830599,POSTED,6602
ALLOC00029_B003,2025-03,POOL00029,RULE_202503_09_V2,B003,BRANCH,1413252.06,0.2028277,POSTED,6602
ALLOC00029_B004,2025-03,POOL00029,RULE_202503_09_V2,B004,BRANCH,852718.85,0.12238086,POSTED,6602
ALLOC00029_B005,2025-03,POOL00029,RULE_202503_09_V2,B005,BRANCH,1160895.11,0.16660983,POSTED,6602
ALLOC00029_B006,2025-03,POOL00029,RULE_202503_09_V2,B006,BRANCH,622880.7,0.08939485,POSTED,6602
ALLOC00029_B007,2025-03,POOL00029,RULE_202503_09_V2,B007,BRANCH,647064.29,0.09286564,POSTED,6602
ALLOC00029_B008,2025-03,POOL00029,RULE_202503_09_V2,B008,BRANCH,1122782.95,0.16114003,POSTED,6602
ALLOC00030_B001,2025-03,POOL00030,RULE_202503_10_V2,B001,BRANCH,2424674.37,0.12952055,POSTED,6602
ALLOC00030_B002,2025-03,POOL00030,RULE_202503_10_V2,B002,BRANCH,798827.97,0.04267156,POSTED,6602
ALLOC00030_B003,2025-03,POOL00030,RULE_202503_10_V2,B003,BRANCH,1906994.19,0.10186726,POSTED,6602
ALLOC00030_B004,2025-03,POOL00030,RULE_202503_10_V2,B004,BRANCH,1924674.1,0.10281168,POSTED,6602
ALLOC00030_B005,2025-03,POOL00030,RULE_202503_10_V2,B005,BRANCH,2827682.48,0.15104832,POSTED,6602
ALLOC00030_B006,2025-03,POOL00030,RULE_202503_10_V2,B006,BRANCH,3535080.76,0.18883592,POSTED,6602
ALLOC00030_B007,2025-03,POOL00030,RULE_202503_10_V2,B007,BRANCH,2943774.99,0.15724972,POSTED,6602
ALLOC00030_B008,2025-03,POOL00030,RULE_202503_10_V2,B008,BRANCH,2358674.06,0.12599497,POSTED,6602
ALLOC00031_B001,2025-04,POOL00031,RULE_202504_01_V2,B001,BRANCH,192018.09,0.14247781,POSTED,6602
ALLOC00031_B002,2025-04,POOL00031,RULE_202504_01_V2,B002,BRANCH,381916.88,0.2833831,POSTED,6602
ALLOC00031_B003,2025-04,POOL00031,RULE_202504_01_V2,B003,BRANCH,129061.58,0.09576395,POSTED,6602
ALLOC00031_B004,2025-04,POOL00031,RULE_202504_01_V2,B004,BRANCH,150542.63,0.11170294,POSTED,6602
ALLOC00031_B005,2025-04,POOL00031,RULE_202504_01_V2,B005,BRANCH,55325.54,0.04105166,POSTED,6602
ALLOC00031_B006,2025-04,POOL00031,RULE_202504_01_V2,B006,BRANCH,132764.81,0.09851176,POSTED,6602
ALLOC00031_B007,2025-04,POOL00031,RULE_202504_01_V2,B007,BRANCH,181077.62,0.13435996,POSTED,6602
ALLOC00031_B008,2025-04,POOL00031,RULE_202504_01_V2,B008,BRANCH,124998.07,0.09274882,POSTED,6602
ALLOC00032_B001,2025-04,POOL00032,RULE_202504_02_V2,B001,BRANCH,2079378.16,0.19205415,POSTED,6602
ALLOC00032_B002,2025-04,POOL00032,RULE_202504_02_V2,B002,BRANCH,357087.89,0.03298112,POSTED,6602
ALLOC00032_B003,2025-04,POOL00032,RULE_202504_02_V2,B003,BRANCH,1069534.6,0.09878364,POSTED,6602
ALLOC00032_B004,2025-04,POOL00032,RULE_202504_02_V2,B004,BRANCH,2420356.64,0.22354737,POSTED,6602
ALLOC00032_B005,2025-04,POOL00032,RULE_202504_02_V2,B005,BRANCH,1534316.24,0.1417115,POSTED,6602
ALLOC00032_B006,2025-04,POOL00032,RULE_202504_02_V2,B006,BRANCH,555474.69,0.05130438,POSTED,6602
ALLOC00032_B007,2025-04,POOL00032,RULE_202504_02_V2,B007,BRANCH,933858.72,0.08625244,POSTED,6602
ALLOC00032_B008,2025-04,POOL00032,RULE_202504_02_V2,B008,BRANCH,1877034.32,0.1733654,POSTED,6602
ALLOC00033_B001,2025-04,POOL00033,RULE_202504_03_V2,B001,BRANCH,980231.24,0.11416703,POSTED,6602
ALLOC00033_B002,2025-04,POOL00033,RULE_202504_03_V2,B002,BRANCH,1669099.07,0.19439911,POSTED,6602
ALLOC00033_B003,2025-04,POOL00033,RULE_202504_03_V2,B003,BRANCH,679253.0,0.07911225,POSTED,6602
ALLOC00033_B004,2025-04,POOL00033,RULE_202504_03_V2,B004,BRANCH,923072.45,0.10750977,POSTED,6602
ALLOC00033_B005,2025-04,POOL00033,RULE_202504_03_V2,B005,BRANCH,668851.1,0.07790074,POSTED,6602
ALLOC00033_B006,2025-04,POOL00033,RULE_202504_03_V2,B006,BRANCH,1278571.61,0.14891458,POSTED,6602
ALLOC00033_B007,2025-04,POOL00033,RULE_202504_03_V2,B007,BRANCH,1030635.32,0.12003757,POSTED,6602
ALLOC00033_B008,2025-04,POOL00033,RULE_202504_03_V2,B008,BRANCH,1356226.07,0.15795895,POSTED,6602
ALLOC00034_B001,2025-04,POOL00034,RULE_202504_04_V2,B001,BRANCH,1081876.83,0.0652506,POSTED,6602
ALLOC00034_B002,2025-04,POOL00034,RULE_202504_04_V2,B002,BRANCH,2583442.5,0.15581365,POSTED,6602
ALLOC00034_B003,2025-04,POOL00034,RULE_202504_04_V2,B003,BRANCH,2120797.78,0.12791043,POSTED,6602
ALLOC00034_B004,2025-04,POOL00034,RULE_202504_04_V2,B004,BRANCH,2711875.25,0.16355974,POSTED,6602
ALLOC00034_B005,2025-04,POOL00034,RULE_202504_04_V2,B005,BRANCH,2020785.15,0.12187843,POSTED,6602
ALLOC00034_B006,2025-04,POOL00034,RULE_202504_04_V2,B006,BRANCH,1758047.2,0.10603207,POSTED,6602
ALLOC00034_B007,2025-04,POOL00034,RULE_202504_04_V2,B007,BRANCH,2994067.17,0.18057942,POSTED,6602
ALLOC00034_B008,2025-04,POOL00034,RULE_202504_04_V2,B008,BRANCH,1309442.56,0.07897564,POSTED,6602
ALLOC00035_B001,2025-04,POOL00035,RULE_202504_05_V2,B001,BRANCH,795515.26,0.0465318,POSTED,6602
ALLOC00035_B002,2025-04,POOL00035,RULE_202504_05_V2,B002,BRANCH,3370971.47,0.19717709,POSTED,6602
ALLOC00035_B003,2025-04,POOL00035,RULE_202504_05_V2,B003,BRANCH,1262718.31,0.07385975,POSTED,6602
ALLOC00035_B004,2025-04,POOL00035,RULE_202504_05_V2,B004,BRANCH,830172.35,0.04855899,POSTED,6602
ALLOC00035_B005,2025-04,POOL00035,RULE_202504_05_V2,B005,BRANCH,1056622.12,0.06180464,POSTED,6602
ALLOC00035_B006,2025-04,POOL00035,RULE_202504_05_V2,B006,BRANCH,2102027.51,0.12295318,POSTED,6602
ALLOC00035_B007,2025-04,POOL00035,RULE_202504_05_V2,B007,BRANCH,3362904.01,0.1967052,POSTED,6602
ALLOC00035_B008,2025-04,POOL00035,RULE_202504_05_V2,B008,BRANCH,4315231.17,0.25240935,POSTED,6602
ALLOC00036_B001,2025-04,POOL00036,RULE_202504_06_V2,B001,BRANCH,84438.52,0.11245854,POSTED,6602
ALLOC00036_B002,2025-04,POOL00036,RULE_202504_06_V2,B002,BRANCH,272816.98,0.36334839,POSTED,6602
ALLOC00036_B003,2025-04,POOL00036,RULE_202504_06_V2,B003,BRANCH,115462.76,0.15377784,POSTED,6602
ALLOC00036_B004,2025-04,POOL00036,RULE_202504_06_V2,B004,BRANCH,24809.56,0.03304235,POSTED,6602
ALLOC00036_B005,2025-04,POOL00036,RULE_202504_06_V2,B005,BRANCH,107595.1,0.14329939,POSTED,6602
ALLOC00036_B006,2025-04,POOL00036,RULE_202504_06_V2,B006,BRANCH,76159.05,0.10143162,POSTED,6602
ALLOC00036_B007,2025-04,POOL00036,RULE_202504_06_V2,B007,BRANCH,15906.0,0.02118424,POSTED,6602
ALLOC00036_B008,2025-04,POOL00036,RULE_202504_06_V2,B008,BRANCH,53653.33,0.07145762,POSTED,6602
ALLOC00037_B001,2025-04,POOL00037,RULE_202504_07_V2,B001,BRANCH,246655.57,0.19880579,POSTED,6602
ALLOC00037_B002,2025-04,POOL00037,RULE_202504_07_V2,B002,BRANCH,160025.41,0.12898139,POSTED,6602
ALLOC00037_B003,2025-04,POOL00037,RULE_202504_07_V2,B003,BRANCH,221611.59,0.17862019,POSTED,6602
ALLOC00037_B004,2025-04,POOL00037,RULE_202504_07_V2,B004,BRANCH,237941.71,0.19178237,POSTED,6602
ALLOC00037_B005,2025-04,POOL00037,RULE_202504_07_V2,B005,BRANCH,92018.33,0.0741673,POSTED,6602
ALLOC00037_B006,2025-04,POOL00037,RULE_202504_07_V2,B006,BRANCH,62787.62,0.05060718,POSTED,6602
ALLOC00037_B007,2025-04,POOL00037,RULE_202504_07_V2,B007,BRANCH,53411.92,0.04305031,POSTED,6602
ALLOC00037_B008,2025-04,POOL00037,RULE_202504_07_V2,B008,BRANCH,166233.91,0.13398547,POSTED,6602
ALLOC00038_B001,2025-04,POOL00038,RULE_202504_08_V2,B001,BRANCH,2115702.03,0.12052792,POSTED,6602
ALLOC00038_B002,2025-04,POOL00038,RULE_202504_08_V2,B002,BRANCH,4034301.78,0.22982727,POSTED,6602
ALLOC00038_B003,2025-04,POOL00038,RULE_202504_08_V2,B003,BRANCH,4272876.74,0.24341847,POSTED,6602
ALLOC00038_B004,2025-04,POOL00038,RULE_202504_08_V2,B004,BRANCH,1087372.93,0.06194577,POSTED,6602
ALLOC00038_B005,2025-04,POOL00038,RULE_202504_08_V2,B005,BRANCH,1235971.92,0.0704112,POSTED,6602
ALLOC00038_B006,2025-04,POOL00038,RULE_202504_08_V2,B006,BRANCH,1339646.25,0.07631735,POSTED,6602
ALLOC00038_B007,2025-04,POOL00038,RULE_202504_08_V2,B007,BRANCH,2618109.84,0.14914924,POSTED,6602
ALLOC00038_B008,2025-04,POOL00038,RULE_202504_08_V2,B008,BRANCH,849644.04,0.04840277,POSTED,6602
ALLOC00039_B001,2025-04,POOL00039,RULE_202504_09_V2,B001,BRANCH,21139.4,0.15569939,POSTED,6602
ALLOC00039_B002,2025-04,POOL00039,RULE_202504_09_V2,B002,BRANCH,20114.18,0.14814833,POSTED,6602
ALLOC00039_B003,2025-04,POOL00039,RULE_202504_09_V2,B003,BRANCH,20534.28,0.1512425,POSTED,6602
ALLOC00039_B004,2025-04,POOL00039,RULE_202504_09_V2,B004,BRANCH,17689.03,0.13028618,POSTED,6602
ALLOC00039_B005,2025-04,POOL00039,RULE_202504_09_V2,B005,BRANCH,20694.35,0.15242144,POSTED,6602
ALLOC00039_B006,2025-04,POOL00039,RULE_202504_09_V2,B006,BRANCH,5745.38,0.04231683,POSTED,6602
ALLOC00039_B007,2025-04,POOL00039,RULE_202504_09_V2,B007,BRANCH,9005.71,0.06633036,POSTED,6602
ALLOC00039_B008,2025-04,POOL00039,RULE_202504_09_V2,B008,BRANCH,20848.25,0.15355497,POSTED,6602
ALLOC00040_B001,2025-04,POOL00040,RULE_202504_10_V2,B001,BRANCH,847178.9,0.15212366,POSTED,6602
ALLOC00040_B002,2025-04,POOL00040,RULE_202504_10_V2,B002,BRANCH,894746.35,0.16066511,POSTED,6602
ALLOC00040_B003,2025-04,POOL00040,RULE_202504_10_V2,B003,BRANCH,491224.31,0.08820668,POSTED,6602
ALLOC00040_B004,2025-04,POOL00040,RULE_202504_10_V2,B004,BRANCH,252802.45,0.04539447,POSTED,6602
ALLOC00040_B005,2025-04,POOL00040,RULE_202504_10_V2,B005,BRANCH,624251.64,0.11209373,POSTED,6602
ALLOC00040_B006,2025-04,POOL00040,RULE_202504_10_V2,B006,BRANCH,899988.89,0.16160649,POSTED,6602
ALLOC00040_B007,2025-04,POOL00040,RULE_202504_10_V2,B007,BRANCH,1038944.11,0.18655798,POSTED,6602
ALLOC00040_B008,2025-04,POOL00040,RULE_202504_10_V2,B008,BRANCH,519877.89,0.09335186,POSTED,6602
ALLOC00041_B001,2025-05,POOL00041,RULE_202505_01_V2,B001,BRANCH,1342756.75,0.10922707,POSTED,6602
ALLOC00041_B002,2025-05,POOL00041,RULE_202505_01_V2,B002,BRANCH,3773620.04,0.30696658,POSTED,6602
ALLOC00041_B003,2025-05,POOL00041,RULE_202505_01_V2,B003,BRANCH,918459.83,0.07471247,POSTED,6602
ALLOC00041_B004,2025-05,POOL00041,RULE_202505_01_V2,B004,BRANCH,1827761.19,0.14867994,POSTED,6602
ALLOC00041_B005,2025-05,POOL00041,RULE_202505_01_V2,B005,BRANCH,271794.31,0.02210921,POSTED,6602
ALLOC00041_B006,2025-05,POOL00041,RULE_202505_01_V2,B006,BRANCH,1407427.2,0.11448771,POSTED,6602
ALLOC00041_B007,2025-05,POOL00041,RULE_202505_01_V2,B007,BRANCH,767866.15,0.06246237,POSTED,6602
ALLOC00041_B008,2025-05,POOL00041,RULE_202505_01_V2,B008,BRANCH,1983574.85,0.16135466,POSTED,6602
ALLOC00042_B001,2025-05,POOL00042,RULE_202505_02_V2,B001,BRANCH,213453.62,0.05186261,POSTED,6602
ALLOC00042_B002,2025-05,POOL00042,RULE_202505_02_V2,B002,BRANCH,588479.0,0.14298215,POSTED,6602
ALLOC00042_B003,2025-05,POOL00042,RULE_202505_02_V2,B003,BRANCH,667089.48,0.16208206,POSTED,6602
ALLOC00042_B004,2025-05,POOL00042,RULE_202505_02_V2,B004,BRANCH,532757.64,0.12944359,POSTED,6602
ALLOC00042_B005,2025-05,POOL00042,RULE_202505_02_V2,B005,BRANCH,270630.07,0.06575472,POSTED,6602
ALLOC00042_B006,2025-05,POOL00042,RULE_202505_02_V2,B006,BRANCH,655006.42,0.15914625,POSTED,6602
ALLOC00042_B007,2025-05,POOL00042,RULE_202505_02_V2,B007,BRANCH,818429.46,0.19885298,POSTED,6602
ALLOC00042_B008,2025-05,POOL00042,RULE_202505_02_V2,B008,BRANCH,369905.82,0.08987564,POSTED,6602
ALLOC00043_B001,2025-05,POOL00043,RULE_202505_03_V2,B001,BRANCH,1256204.35,0.2612107,POSTED,6602
ALLOC00043_B002,2025-05,POOL00043,RULE_202505_03_V2,B002,BRANCH,1345629.69,0.27980549,POSTED,6602
ALLOC00043_B003,2025-05,POOL00043,RULE_202505_03_V2,B003,BRANCH,1031855.84,0.21456046,POSTED,6602
ALLOC00043_B004,2025-05,POOL00043,RULE_202505_03_V2,B004,BRANCH,171829.41,0.0357296,POSTED,6602
ALLOC00043_B005,2025-05,POOL00043,RULE_202505_03_V2,B005,BRANCH,485041.05,0.10085773,POSTED,6602
ALLOC00043_B006,2025-05,POOL00043,RULE_202505_03_V2,B006,BRANCH,110139.59,0.02290204,POSTED,6602
ALLOC00043_B007,2025-05,POOL00043,RULE_202505_03_V2,B007,BRANCH,272388.08,0.05663942,POSTED,6602
ALLOC00043_B008,2025-05,POOL00043,RULE_202505_03_V2,B008,BRANCH,136073.08,0.02829456,POSTED,6602
ALLOC00044_B001,2025-05,POOL00044,RULE_202505_04_V2,B001,BRANCH,328365.0,0.09581124,POSTED,6602
ALLOC00044_B002,2025-05,POOL00044,RULE_202505_04_V2,B002,BRANCH,300462.22,0.08766969,POSTED,6602
ALLOC00044_B003,2025-05,POOL00044,RULE_202505_04_V2,B003,BRANCH,431143.91,0.12580035,POSTED,6602
ALLOC00044_B004,2025-05,POOL00044,RULE_202505_04_V2,B004,BRANCH,583379.48,0.17022007,POSTED,6602
ALLOC00044_B005,2025-05,POOL00044,RULE_202505_04_V2,B005,BRANCH,475256.34,0.1386716,POSTED,6602
ALLOC00044_B006,2025-05,POOL00044,RULE_202505_04_V2,B006,BRANCH,533781.4,0.1557482,POSTED,6602
ALLOC00044_B007,2025-05,POOL00044,RULE_202505_04_V2,B007,BRANCH,613932.56,0.17913493,POSTED,6602
ALLOC00044_B008,2025-05,POOL00044,RULE_202505_04_V2,B008,BRANCH,160886.56,0.04694392,POSTED,6602
ALLOC00045_B001,2025-05,POOL00045,RULE_202505_05_V2,B001,BRANCH,2576953.72,0.19512566,POSTED,6602
ALLOC00045_B002,2025-05,POOL00045,RULE_202505_05_V2,B002,BRANCH,393092.53,0.02976477,POSTED,6602
ALLOC00045_B003,2025-05,POOL00045,RULE_202505_05_V2,B003,BRANCH,1779944.13,0.13477649,POSTED,6602
ALLOC00045_B004,2025-05,POOL00045,RULE_202505_05_V2,B004,BRANCH,916378.88,0.06938775,POSTED,6602
ALLOC00045_B005,2025-05,POOL00045,RULE_202505_05_V2,B005,BRANCH,2456639.77,0.18601555,POSTED,6602
ALLOC00045_B006,2025-05,POOL00045,RULE_202505_05_V2,B006,BRANCH,2662151.37,0.20157678,POSTED,6602
ALLOC00045_B007,2025-05,POOL00045,RULE_202505_05_V2,B007,BRANCH,1778274.78,0.13465009,POSTED,6602
ALLOC00045_B008,2025-05,POOL00045,RULE_202505_05_V2,B008,BRANCH,643201.68,0.04870291,POSTED,6602
ALLOC00046_B001,2025-05,POOL00046,RULE_202505_06_V2,B001,BRANCH,4806656.08,0.1799437,POSTED,6602
ALLOC00046_B002,2025-05,POOL00046,RULE_202505_06_V2,B002,BRANCH,10313932.5,0.38611608,POSTED,6602
ALLOC00046_B003,2025-05,POOL00046,RULE_202505_06_V2,B003,BRANCH,1491645.94,0.05584179,POSTED,6602
ALLOC00046_B004,2025-05,POOL00046,RULE_202505_06_V2,B004,BRANCH,1433472.92,0.05366401,POSTED,6602
ALLOC00046_B005,2025-05,POOL00046,RULE_202505_06_V2,B005,BRANCH,657437.67,0.02461207,POSTED,6602
ALLOC00046_B006,2025-05,POOL00046,RULE_202505_06_V2,B006,BRANCH,585712.47,0.02192694,POSTED,6602
ALLOC00046_B007,2025-05,POOL00046,RULE_202505_06_V2,B007,BRANCH,4234295.8,0.15851662,POSTED,6602
ALLOC00046_B008,2025-05,POOL00046,RULE_202505_06_V2,B008,BRANCH,3188845.99,0.11937878,POSTED,6602
ALLOC00047_B001,2025-05,POOL00047,RULE_202505_07_V2,B001,BRANCH,2009261.34,0.21187599,POSTED,6602
ALLOC00047_B002,2025-05,POOL00047,RULE_202505_07_V2,B002,BRANCH,615074.74,0.06485944,POSTED,6602
ALLOC00047_B003,2025-05,POOL00047,RULE_202505_07_V2,B003,BRANCH,1597331.47,0.16843811,POSTED,6602
ALLOC00047_B004,2025-05,POOL00047,RULE_202505_07_V2,B004,BRANCH,1310198.06,0.13815998,POSTED,6602
ALLOC00047_B005,2025-05,POOL00047,RULE_202505_07_V2,B005,BRANCH,690987.86,0.07286446,POSTED,6602
ALLOC00047_B006,2025-05,POOL00047,RULE_202505_07_V2,B006,BRANCH,812991.43,0.08572969,POSTED,6602
ALLOC00047_B007,2025-05,POOL00047,RULE_202505_07_V2,B007,BRANCH,2077463.66,0.2190679,POSTED,6602
ALLOC00047_B008,2025-05,POOL00047,RULE_202505_07_V2,B008,BRANCH,369886.62,0.03900443,POSTED,6602
ALLOC00048_B001,2025-05,POOL00048,RULE_202505_08_V2,B001,BRANCH,496524.51,0.13553153,POSTED,6602
ALLOC00048_B002,2025-05,POOL00048,RULE_202505_08_V2,B002,BRANCH,496272.69,0.1354628,POSTED,6602
ALLOC00048_B003,2025-05,POOL00048,RULE_202505_08_V2,B003,BRANCH,619527.81,0.16910657,POSTED,6602
ALLOC00048_B004,2025-05,POOL00048,RULE_202505_08_V2,B004,BRANCH,493206.37,0.13462581,POSTED,6602
ALLOC00048_B005,2025-05,POOL00048,RULE_202505_08_V2,B005,BRANCH,453225.04,0.12371249,POSTED,6602
ALLOC00048_B006,2025-05,POOL00048,RULE_202505_08_V2,B006,BRANCH,563017.16,0.1536814,POSTED,6602
ALLOC00048_B007,2025-05,POOL00048,RULE_202505_08_V2,B007,BRANCH,147022.89,0.04013143,POSTED,6602
ALLOC00048_B008,2025-05,POOL00048,RULE_202505_08_V2,B008,BRANCH,394738.45,0.10774797,POSTED,6602
ALLOC00049_B001,2025-05,POOL00049,RULE_202505_09_V2,B001,BRANCH,249187.82,0.02996031,POSTED,6602
ALLOC00049_B002,2025-05,POOL00049,RULE_202505_09_V2,B002,BRANCH,878058.9,0.10557062,POSTED,6602
ALLOC00049_B003,2025-05,POOL00049,RULE_202505_09_V2,B003,BRANCH,1710688.07,0.20567915,POSTED,6602
ALLOC00049_B004,2025-05,POOL00049,RULE_202505_09_V2,B004,BRANCH,1454228.16,0.1748445,POSTED,6602
ALLOC00049_B005,2025-05,POOL00049,RULE_202505_09_V2,B005,BRANCH,1382275.25,0.16619347,POSTED,6602
ALLOC00049_B006,2025-05,POOL00049,RULE_202505_09_V2,B006,BRANCH,997342.33,0.11991229,POSTED,6602
ALLOC00049_B007,2025-05,POOL00049,RULE_202505_09_V2,B007,BRANCH,1420222.26,0.17075591,POSTED,6602
ALLOC00049_B008,2025-05,POOL00049,RULE_202505_09_V2,B008,BRANCH,225262.71,0.02708375,POSTED,6602
ALLOC00050_B001,2025-05,POOL00050,RULE_202505_10_V2,B001,BRANCH,128788.43,0.15889664,POSTED,6602
ALLOC00050_B002,2025-05,POOL00050,RULE_202505_10_V2,B002,BRANCH,127867.35,0.15776022,POSTED,6602
ALLOC00050_B003,2025-05,POOL00050,RULE_202505_10_V2,B003,BRANCH,62656.18,0.07730396,POSTED,6602
ALLOC00050_B004,2025-05,POOL00050,RULE_202505_10_V2,B004,BRANCH,57195.17,0.07056628,POSTED,6602
ALLOC00050_B005,2025-05,POOL00050,RULE_202505_10_V2,B005,BRANCH,85434.28,0.10540714,POSTED,6602
ALLOC00050_B006,2025-05,POOL00050,RULE_202505_10_V2,B006,BRANCH,44009.31,0.05429782,POSTED,6602
ALLOC00050_B007,2025-05,POOL00050,RULE_202505_10_V2,B007,BRANCH,168564.1,0.20797108,POSTED,6602
ALLOC00050_B008,2025-05,POOL00050,RULE_202505_10_V2,B008,BRANCH,136002.22,0.16779687,POSTED,6602
ALLOC00051_B001,2025-06,POOL00051,RULE_202506_01_V2,B001,BRANCH,741059.16,0.1140226,POSTED,6602
ALLOC00051_B002,2025-06,POOL00051,RULE_202506_01_V2,B002,BRANCH,2299052.64,0.35374227,POSTED,6602
ALLOC00051_B003,2025-06,POOL00051,RULE_202506_01_V2,B003,BRANCH,860420.4,0.13238804,POSTED,6602
ALLOC00051_B004,2025-06,POOL00051,RULE_202506_01_V2,B004,BRANCH,394934.48,0.06076634,POSTED,6602
ALLOC00051_B005,2025-06,POOL00051,RULE_202506_01_V2,B005,BRANCH,349711.97,0.05380821,POSTED,6602
ALLOC00051_B006,2025-06,POOL00051,RULE_202506_01_V2,B006,BRANCH,552892.18,0.0850704,POSTED,6602
ALLOC00051_B007,2025-06,POOL00051,RULE_202506_01_V2,B007,BRANCH,813153.87,0.1251154,POSTED,6602
ALLOC00051_B008,2025-06,POOL00051,RULE_202506_01_V2,B008,BRANCH,488005.97,0.07508673,POSTED,6602
ALLOC00052_B001,2025-06,POOL00052,RULE_202506_02_V2,B001,BRANCH,222861.97,0.07352921,POSTED,6602
ALLOC00052_B002,2025-06,POOL00052,RULE_202506_02_V2,B002,BRANCH,206702.35,0.06819764,POSTED,6602
ALLOC00052_B003,2025-06,POOL00052,RULE_202506_02_V2,B003,BRANCH,564865.2,0.18636688,POSTED,6602
ALLOC00052_B004,2025-06,POOL00052,RULE_202506_02_V2,B004,BRANCH,364411.56,0.12023089,POSTED,6602
ALLOC00052_B005,2025-06,POOL00052,RULE_202506_02_V2,B005,BRANCH,170490.34,0.05625015,POSTED,6602
ALLOC00052_B006,2025-06,POOL00052,RULE_202506_02_V2,B006,BRANCH,553748.64,0.18269917,POSTED,6602
ALLOC00052_B007,2025-06,POOL00052,RULE_202506_02_V2,B007,BRANCH,434079.58,0.14321657,POSTED,6602
ALLOC00052_B008,2025-06,POOL00052,RULE_202506_02_V2,B008,BRANCH,513771.66,0.1695095,POSTED,6602
ALLOC00053_B001,2025-06,POOL00053,RULE_202506_03_V2,B001,BRANCH,784733.74,0.12584776,POSTED,6602
ALLOC00053_B002,2025-06,POOL00053,RULE_202506_03_V2,B002,BRANCH,570827.07,0.09154354,POSTED,6602
ALLOC00053_B003,2025-06,POOL00053,RULE_202506_03_V2,B003,BRANCH,1779281.65,0.28534342,POSTED,6602
ALLOC00053_B004,2025-06,POOL00053,RULE_202506_03_V2,B004,BRANCH,186230.19,0.02986574,POSTED,6602
ALLOC00053_B005,2025-06,POOL00053,RULE_202506_03_V2,B005,BRANCH,161495.85,0.02589909,POSTED,6602
ALLOC00053_B006,2025-06,POOL00053,RULE_202506_03_V2,B006,BRANCH,376996.9,0.060459,POSTED,6602
ALLOC00053_B007,2025-06,POOL00053,RULE_202506_03_V2,B007,BRANCH,1017280.95,0.16314136,POSTED,6602
ALLOC00053_B008,2025-06,POOL00053,RULE_202506_03_V2,B008,BRANCH,859887.06,0.1379001,POSTED,6602
ALLOC00054_B001,2025-06,POOL00054,RULE_202506_04_V2,B001,BRANCH,2609362.08,0.17881383,POSTED,6602
ALLOC00054_B002,2025-06,POOL00054,RULE_202506_04_V2,B002,BRANCH,1051008.81,0.07202332,POSTED,6602
ALLOC00054_B003,2025-06,POOL00054,RULE_202506_04_V2,B003,BRANCH,1314775.73,0.09009868,POSTED,6602
ALLOC00054_B004,2025-06,POOL00054,RULE_202506_04_V2,B004,BRANCH,705284.99,0.04833163,POSTED,6602
ALLOC00054_B005,2025-06,POOL00054,RULE_202506_04_V2,B005,BRANCH,3492784.55,0.23935282,POSTED,6602
ALLOC00054_B006,2025-06,POOL00054,RULE_202506_04_V2,B006,BRANCH,3832203.49,0.26261245,POSTED,6602
ALLOC00054_B007,2025-06,POOL00054,RULE_202506_04_V2,B007,BRANCH,495134.9,0.0339305,POSTED,6602
ALLOC00054_B008,2025-06,POOL00054,RULE_202506_04_V2,B008,BRANCH,1092064.52,0.07483677,POSTED,6602
ALLOC00055_B001,2025-06,POOL00055,RULE_202506_05_V2,B001,BRANCH,3012400.91,0.22916194,POSTED,6602
ALLOC00055_B002,2025-06,POOL00055,RULE_202506_05_V2,B002,BRANCH,311169.6,0.02367156,POSTED,6602
ALLOC00055_B003,2025-06,POOL00055,RULE_202506_05_V2,B003,BRANCH,605643.72,0.04607305,POSTED,6602
ALLOC00055_B004,2025-06,POOL00055,RULE_202506_05_V2,B004,BRANCH,2671987.29,0.2032657,POSTED,6602
ALLOC00055_B005,2025-06,POOL00055,RULE_202506_05_V2,B005,BRANCH,1483722.5,0.11287101,POSTED,6602
ALLOC00055_B006,2025-06,POOL00055,RULE_202506_05_V2,B006,BRANCH,562888.87,0.04282056,POSTED,6602
ALLOC00055_B007,2025-06,POOL00055,RULE_202506_05_V2,B007,BRANCH,2731300.24,0.20777781,POSTED,6602
ALLOC00055_B008,2025-06,POOL00055,RULE_202506_05_V2,B008,BRANCH,1766180.18,0.13435837,POSTED,6602
ALLOC00056_B001,2025-06,POOL00056,RULE_202506_06_V2,B001,BRANCH,135408.83,0.08185008,POSTED,6602
ALLOC00056_B002,2025-06,POOL00056,RULE_202506_06_V2,B002,BRANCH,290402.09,0.17553829,POSTED,6602
ALLOC00056_B003,2025-06,POOL00056,RULE_202506_06_V2,B003,BRANCH,251325.35,0.15191772,POSTED,6602
ALLOC00056_B004,2025-06,POOL00056,RULE_202506_06_V2,B004,BRANCH,204317.58,0.1235031,POSTED,6602
ALLOC00056_B005,2025-06,POOL00056,RULE_202506_06_V2,B005,BRANCH,254018.2,0.15354545,POSTED,6602
