commission_id,trade_id,calc_date,commission_rate,gross_commission,discount_amount,net_commission,tax_amount,revenue_amount,calc_batch_id,status
CM0000208,T0000208,2025-07-25,0.00030995,1287632.4,34851.94,1252780.45,70912.1,1181868.35,COMM_202507_B004,POSTED
CM0000209,T0000209,2025-07-25,0.00045311,99112.63,2267.13,96845.5,5481.82,91363.67,COMM_202507_B005,POSTED
CM0000210,T0000210,2025-07-25,0.00034808,1813487.24,44323.25,1769163.99,100141.36,1669022.63,COMM_202507_B005,POSTED
CM0000211,T0000211,2025-07-25,0.00033147,19515965.49,314074.43,19201891.06,1086899.49,18114991.57,COMM_202507_B005,POSTED
CM0000212,T0000212,2025-07-25,0.00039535,3670882.17,80548.42,3590333.74,203226.44,3387107.31,COMM_202507_B005,POSTED
CM0000213,T0000213,2025-07-25,0.00037362,5137005.75,99203.24,5037802.52,285158.63,4752643.88,COMM_202507_B006,POSTED
CM0000214,T0000214,2025-07-25,0.0002276,4404451.03,87164.98,4317286.05,244374.68,4072911.37,COMM_202507_B006,POSTED
CM0000215,T0000215,2025-07-25,0.00024571,6740977.6,104910.5,6636067.09,375626.44,6260440.65,COMM_202507_B006,POSTED
CM0000216,T0000216,2025-07-25,0.00037393,6014718.51,87443.69,5927274.82,335506.12,5591768.7,COMM_202507_B006,POSTED
CM0000217,T0000217,2025-07-25,0.00041104,16175866.19,305296.75,15870569.44,898334.12,14972235.32,COMM_202507_B007,POSTED
CM0000218,T0000218,2025-07-25,0.00024311,13309473.14,442436.13,12867037.01,728322.85,12138714.16,COMM_202507_B007,POSTED
CM0000219,T0000219,2025-07-25,0.00045245,1886257.55,32355.5,1853902.05,104937.85,1748964.2,COMM_202507_B007,POSTED
CM0000220,T0000220,2025-07-25,0.00025373,7988311.56,222566.72,7765744.84,439570.46,7326174.38,COMM_202507_B007,POSTED
CM0000221,T0000221,2025-07-25,0.00041371,19188707.45,645292.17,18543415.28,1049627.28,17493788.0,COMM_202507_B008,POSTED
CM0000222,T0000222,2025-07-25,0.00036145,4249937.82,62505.89,4187431.93,237024.45,3950407.48,COMM_202507_B008,POSTED
CM0000223,T0000223,2025-07-25,0.00038473,91545.04,2206.61,89338.43,5056.89,84281.54,COMM_202507_B008,POSTED
CM0000224,T0000224,2025-07-25,0.00041085,1863351.64,25302.99,1838048.65,104040.49,1734008.16,COMM_202507_B008,POSTED
CM0000225,T0000225,2025-08-25,0.00030079,15948663.79,460936.87,15487726.92,876663.79,14611063.13,COMM_202508_B001,POSTED
CM0000226,T0000226,2025-08-25,0.00043356,10327351.83,285575.23,10041776.6,568402.45,9473374.15,COMM_202508_B001,POSTED
CM0000227,T0000227,2025-08-25,0.0003892,9770586.91,113640.36,9656946.55,546619.62,9110326.93,COMM_202508_B001,POSTED
CM0000228,T0000228,2025-08-25,0.00040904,10625516.57,244703.28,10380813.3,587593.21,9793220.09,COMM_202508_B001,POSTED
CM0000229,T0000229,2025-08-25,0.00037347,28558723.95,453476.96,28105246.99,1590863.04,26514383.95,COMM_202508_B002,POSTED
CM0000230,T0000230,2025-08-25,0.00037306,5769513.76,65212.63,5704301.12,322884.97,5381416.15,COMM_202508_B002,POSTED
CM0000231,T0000231,2025-08-25,0.00042521,2277753.21,29531.03,2248222.18,127257.86,2120964.32,COMM_202508_B002,POSTED
CM0000232,T0000232,2025-08-25,0.00041598,21299340.35,398031.43,20901308.91,1183092.96,19718215.96,COMM_202508_B002,POSTED
CM0000233,T0000233,2025-08-25,0.00021145,25900913.8,584328.21,25316585.59,1433014.28,23883571.31,COMM_202508_B003,POSTED
CM0000234,T0000234,2025-08-25,0.00041722,2445815.34,70416.15,2375399.19,134456.56,2240942.64,COMM_202508_B003,POSTED
CM0000235,T0000235,2025-08-25,0.00037519,3619985.45,53972.12,3566013.33,201849.81,3364163.51,COMM_202508_B003,POSTED
CM0000236,T0000236,2025-08-25,0.00030493,5965725.97,200322.59,5765403.38,326343.59,5439059.79,COMM_202508_B003,POSTED
CM0000237,T0000237,2025-08-25,0.00038622,1296198.65,23828.84,1272369.81,72020.93,1200348.88,COMM_202508_B004,POSTED
CM0000238,T0000238,2025-08-25,0.00041211,16804691.64,447231.33,16357460.31,925893.98,15431566.33,COMM_202508_B004,POSTED
CM0000239,T0000239,2025-08-25,0.0003735,9886721.72,226940.76,9659780.96,546780.05,9113000.9,COMM_202508_B004,POSTED
CM0000240,T0000240,2025-08-25,0.0004108,4108374.31,70491.83,4037882.49,228559.39,3809323.1,COMM_202508_B004,POSTED
CM0000241,T0000241,2025-08-25,0.00041237,5914581.08,176578.5,5738002.59,324792.6,5413209.99,COMM_202508_B005,POSTED
CM0000242,T0000242,2025-08-25,0.00044005,9170507.78,294508.34,8875999.43,502415.06,8373584.37,COMM_202508_B005,POSTED
CM0000243,T0000243,2025-08-25,0.00035236,2805212.5,61611.54,2743600.96,155298.17,2588302.79,COMM_202508_B005,POSTED
CM0000244,T0000244,2025-08-25,0.00040393,8363709.72,89727.06,8273982.66,468338.64,7805644.02,COMM_202508_B005,POSTED
CM0000245,T0000245,2025-08-25,0.00038792,4587220.18,145470.78,4441749.4,251419.78,4190329.62,COMM_202508_B006,POSTED
CM0000246,T0000246,2025-08-25,0.00023223,4385971.62,45805.72,4340165.9,245669.77,4094496.13,COMM_202508_B006,POSTED
CM0000247,T0000247,2025-08-25,0.00035984,5819417.4,139950.9,5679466.5,321479.24,5357987.26,COMM_202508_B006,POSTED
CM0000248,T0000248,2025-08-25,0.00041435,8443633.12,121383.23,8322249.89,471070.75,7851179.14,COMM_202508_B006,POSTED
CM0000249,T0000249,2025-08-25,0.0004406,7630498.41,221278.85,7409219.57,419389.79,6989829.78,COMM_202508_B007,POSTED
CM0000250,T0000250,2025-08-25,0.00041533,18842825.94,293041.97,18549783.97,1049987.77,17499796.2,COMM_202508_B007,POSTED
CM0000251,T0000251,2025-08-25,0.0003709,6672349.94,96155.51,6576194.42,372237.42,6203957.0,COMM_202508_B007,POSTED
CM0000252,T0000252,2025-08-25,0.00039849,7448411.16,112253.69,7336157.48,415254.2,6920903.28,COMM_202508_B007,POSTED
CM0000253,T0000253,2025-08-25,0.00038965,5169518.65,116807.38,5052711.27,286002.52,4766708.75,COMM_202508_B008,POSTED
CM0000254,T0000254,2025-08-25,0.00038298,9071467.92,271486.09,8799981.83,498112.18,8301869.65,COMM_202508_B008,POSTED
CM0000255,T0000255,2025-08-25,0.00040356,9887188.31,155369.06,9731819.24,550857.69,9180961.55,COMM_202508_B008,POSTED
CM0000256,T0000256,2025-08-25,0.00041822,2099360.91,52287.62,2047073.29,115872.07,1931201.22,COMM_202508_B008,POSTED
CM0000257,T0000257,2025-09-25,0.00033725,38875349.58,937930.38,37937419.2,2147401.09,35790018.11,COMM_202509_B001,POSTED
CM0000258,T0000258,2025-09-25,0.00044951,1027803.77,19004.55,1008799.22,57101.84,951697.37,COMM_202509_B001,POSTED
CM0000259,T0000259,2025-09-25,0.00044326,2012373.66,63742.64,1948631.03,110299.87,1838331.16,COMM_202509_B001,POSTED
CM0000260,T0000260,2025-09-25,0.0003273,11838090.63,244067.08,11594023.55,656265.48,10937758.06,COMM_202509_B001,POSTED
CM0000261,T0000261,2025-09-25,0.00036972,7008304.7,73516.17,6934788.53,392535.2,6542253.33,COMM_202509_B002,POSTED
CM0000262,T0000262,2025-09-25,0.00044017,33361833.56,461823.43,32900010.13,1862264.72,31037745.4,COMM_202509_B002,POSTED
CM0000263,T0000263,2025-09-25,0.00042907,138682.26,1380.86,137301.4,7771.78,129529.62,COMM_202509_B002,POSTED
CM0000264,T0000264,2025-09-25,0.00040342,26344549.94,705558.77,25638991.18,1451263.65,24187727.52,COMM_202509_B002,POSTED
CM0000265,T0000265,2025-09-25,0.00031965,1476140.72,43690.49,1432450.23,81082.09,1351368.14,COMM_202509_B003,POSTED
CM0000266,T0000266,2025-09-25,0.00023083,5266452.47,115129.61,5151322.85,291584.31,4859738.54,COMM_202509_B003,POSTED
CM0000267,T0000267,2025-09-25,0.00025225,22816786.97,291237.6,22525549.38,1275031.1,21250518.28,COMM_202509_B003,POSTED
CM0000268,T0000268,2025-09-25,0.00023711,13786552.4,248665.56,13537886.84,766295.48,12771591.36,COMM_202509_B003,POSTED
CM0000269,T0000269,2025-09-25,0.00037213,2876599.65,95541.75,2781057.89,157418.37,2623639.52,COMM_202509_B004,POSTED
CM0000270,T0000270,2025-09-25,0.00032701,3779268.58,109387.18,3669881.4,207729.14,3462152.26,COMM_202509_B004,POSTED
CM0000271,T0000271,2025-09-25,0.00041335,8871216.37,204192.6,8667023.76,490586.25,8176437.51,COMM_202509_B004,POSTED
CM0000272,T0000272,2025-09-25,0.00044212,21251466.72,283329.6,20968137.12,1186875.69,19781261.44,COMM_202509_B004,POSTED
CM0000273,T0000273,2025-09-25,0.00039801,983431.23,22523.3,960907.92,54391.01,906516.91,COMM_202509_B005,POSTED
CM0000274,T0000274,2025-09-25,0.00037712,9575035.87,265511.54,9309524.33,526954.21,8782570.13,COMM_202509_B005,POSTED
CM0000275,T0000275,2025-09-25,0.00039123,2400940.22,76609.95,2324330.26,131565.86,2192764.4,COMM_202509_B005,POSTED
CM0000276,T0000276,2025-09-25,0.00029983,17178409.27,248180.73,16930228.53,958314.82,15971913.71,COMM_202509_B005,POSTED
CM0000277,T0000277,2025-09-25,0.00043774,539046.62,8151.63,530894.99,30050.66,500844.33,COMM_202509_B006,POSTED
CM0000278,T0000278,2025-09-25,0.00022839,4782019.46,106787.75,4675231.71,264635.76,4410595.95,COMM_202509_B006,POSTED
CM0000279,T0000279,2025-09-25,0.00022928,1553351.9,28127.96,1525223.93,86333.43,1438890.5,COMM_202509_B006,POSTED
CM0000280,T0000280,2025-09-25,0.00037434,20042775.24,529689.38,19513085.86,1104514.29,18408571.57,COMM_202509_B006,POSTED
CM0000281,T0000281,2025-09-25,0.0004112,7095772.41,230184.8,6865587.6,388618.17,6476969.44,COMM_202509_B007,POSTED
CM0000282,T0000282,2025-09-25,0.00044692,24181439.53,683612.51,23497827.02,1330065.68,22167761.34,COMM_202509_B007,POSTED
CM0000283,T0000283,2025-09-25,0.00030608,384796.56,8959.29,375837.27,21273.81,354563.46,COMM_202509_B007,POSTED
CM0000284,T0000284,2025-09-25,0.00044518,15411400.06,222888.09,15188511.97,859727.09,14328784.88,COMM_202509_B007,POSTED
CM0000285,T0000285,2025-09-25,0.00042351,11859061.3,344594.13,11514467.17,651762.29,10862704.88,COMM_202509_B008,POSTED
CM0000286,T0000286,2025-09-25,0.00022605,56609.08,1103.17,55505.91,3141.84,52364.07,COMM_202509_B008,POSTED
CM0000287,T0000287,2025-09-25,0.00034805,18220707.06,332590.24,17888116.82,1012534.91,16875581.91,COMM_202509_B008,POSTED
CM0000288,T0000288,2025-09-25,0.00044025,69117.6,2216.45,66901.15,3786.86,63114.29,COMM_202509_B008,POSTED
CM0000289,T0000289,2025-10-25,0.00045005,187642.71,2510.3,185132.41,10479.19,174653.22,COMM_202510_B001,POSTED
CM0000290,T0000290,2025-10-25,0.00032211,10591897.09,281187.74,10310709.35,583625.06,9727084.3,COMM_202510_B001,POSTED
CM0000291,T0000291,2025-10-25,0.00021875,27724540.0,895496.56,26829043.44,1518625.1,25310418.34,COMM_202510_B001,POSTED
CM0000292,T0000292,2025-10-25,0.0003783,12682591.44,402607.66,12279983.77,695093.42,11584890.35,COMM_202510_B001,POSTED
CM0000293,T0000293,2025-10-25,0.00043579,49306580.08,1626648.9,47679931.17,2698864.03,44981067.15,COMM_202510_B002,POSTED
CM0000294,T0000294,2025-10-25,0.00043164,5947579.88,91647.2,5855932.68,331467.89,5524464.8,COMM_202510_B002,POSTED
CM0000295,T0000295,2025-10-25,0.00042645,2221845.39,65314.85,2156530.54,122067.77,2034462.77,COMM_202510_B002,POSTED
CM0000296,T0000296,2025-10-25,0.00043609,6497700.79,184008.97,6313691.83,357378.78,5956313.04,COMM_202510_B002,POSTED
CM0000297,T0000297,2025-10-25,0.00025831,15429747.43,351289.6,15078457.83,853497.61,14224960.22,COMM_202510_B003,POSTED
CM0000298,T0000298,2025-10-25,0.0004373,18134353.83,568772.18,17565581.66,994278.21,16571303.45,COMM_202510_B003,POSTED
CM0000299,T0000299,2025-10-25,0.00041774,7546776.41,172520.98,7374255.43,417410.68,6956844.75,COMM_202510_B003,POSTED
CM0000300,T0000300,2025-10-25,0.00043836,292536.46,6875.34,285661.12,16169.5,269491.63,COMM_202510_B003,POSTED
CM0000301,T0000301,2025-10-25,0.00037693,11677362.8,225035.19,11452327.6,648244.96,10804082.65,COMM_202510_B004,POSTED
CM0000302,T0000302,2025-10-25,0.00040925,197674.86,5973.98,191700.88,10850.99,180849.88,COMM_202510_B004,POSTED
CM0000303,T0000303,2025-10-25,0.00033965,15630417.19,460888.38,15169528.81,858652.57,14310876.24,COMM_202510_B004,POSTED
CM0000304,T0000304,2025-10-25,0.00039905,7405808.85,116018.72,7289790.13,412629.63,6877160.5,COMM_202510_B004,POSTED
CM0000305,T0000305,2025-10-25,0.00037341,12770019.05,151327.58,12618691.47,714265.55,11904425.91,COMM_202510_B005,POSTED
CM0000306,T0000306,2025-10-25,0.0004191,14381428.68,360884.89,14020543.79,793615.69,13226928.11,COMM_202510_B005,POSTED
CM0000307,T0000307,2025-10-25,0.00035329,27459.1,585.31,26873.79,1521.16,25352.63,COMM_202510_B005,POSTED
CM0000308,T0000308,2025-10-25,0.00037815,1261324.01,24694.25,1236629.76,69997.91,1166631.85,COMM_202510_B005,POSTED
CM0000309,T0000309,2025-10-25,0.00021325,4305512.76,108467.59,4197045.18,237568.59,3959476.58,COMM_202510_B006,POSTED
CM0000310,T0000310,2025-10-25,0.00023176,373430.65,7792.24,365638.41,20696.51,344941.9,COMM_202510_B006,POSTED
CM0000311,T0000311,2025-10-25,0.00022494,4926703.52,52405.11,4874298.41,275903.68,4598394.72,COMM_202510_B006,POSTED
CM0000312,T0000312,2025-10-25,0.00038671,15583366.42,217913.92,15365452.49,869742.59,14495709.9,COMM_202510_B006,POSTED
CM0000313,T0000313,2025-10-25,0.00021523,17709747.91,565095.9,17144652.01,970452.0,16174200.01,COMM_202510_B007,POSTED
CM0000314,T0000314,2025-10-25,0.00045228,21665571.14,645610.17,21019960.97,1189809.11,19830151.86,COMM_202510_B007,POSTED
CM0000315,T0000315,2025-10-25,0.00031307,1617441.52,16321.91,1601119.61,90629.41,1510490.19,COMM_202510_B007,POSTED
CM0000316,T0000316,2025-10-25,0.00039434,3703070.05,64542.28,3638527.77,205954.4,3432573.37,COMM_202510_B007,POSTED
CM0000317,T0000317,2025-10-25,0.00033778,13008503.87,176907.25,12831596.62,726316.79,12105279.83,COMM_202510_B008,POSTED
CM0000318,T0000318,2025-10-25,0.00036408,4221524.0,61929.19,4159594.81,235448.76,3924146.05,COMM_202510_B008,POSTED
CM0000319,T0000319,2025-10-25,0.00043873,10243817.81,211928.78,10031889.04,567842.78,9464046.26,COMM_202510_B008,POSTED
CM0000320,T0000320,2025-10-25,0.00041738,908317.18,28658.85,879658.33,49791.98,829866.35,COMM_202510_B008,POSTED
CM0000321,T0000321,2025-11-25,0.00045193,15014670.29,171327.78,14843342.51,840189.2,14003153.31,COMM_202511_B001,POSTED
CM0000322,T0000322,2025-11-25,0.00044616,10283986.18,327827.54,9956158.64,563556.15,9392602.49,COMM_202511_B001,POSTED
CM0000323,T0000323,2025-11-25,0.00042917,7007303.99,205255.48,6802048.51,385021.61,6417026.89,COMM_202511_B001,POSTED
CM0000324,T0000324,2025-11-25,0.00042466,25369956.97,445028.02,24924928.95,1410845.03,23514083.91,COMM_202511_B001,POSTED
CM0000325,T0000325,2025-11-25,0.00044186,29343286.17,872413.51,28470872.66,1611558.83,26859313.83,COMM_202511_B002,POSTED
CM0000326,T0000326,2025-11-25,0.00024629,2400796.43,33945.02,2366851.41,133972.72,2232878.69,COMM_202511_B002,POSTED
CM0000327,T0000327,2025-11-25,0.00035885,35429093.21,964965.02,34464128.18,1950799.71,32513328.47,COMM_202511_B002,POSTED
CM0000328,T0000328,2025-11-25,0.00021466,5414625.01,58379.01,5356246.0,303183.74,5053062.27,COMM_202511_B002,POSTED
CM0000329,T0000329,2025-11-25,0.00039615,2820475.22,52398.64,2768076.59,156683.58,2611393.01,COMM_202511_B003,POSTED
CM0000330,T0000330,2025-11-25,0.00045235,6688114.66,181375.12,6506739.54,368306.01,6138433.53,COMM_202511_B003,POSTED
CM0000331,T0000331,2025-11-25,0.00045297,25851596.96,574892.05,25276704.92,1430756.88,23845948.04,COMM_202511_B003,POSTED
CM0000332,T0000332,2025-11-25,0.00039776,11502194.09,125951.27,11376242.82,643938.27,10732304.55,COMM_202511_B003,POSTED
CM0000333,T0000333,2025-11-25,0.00040253,4123678.9,95386.53,4028292.37,228016.55,3800275.82,COMM_202511_B004,POSTED
CM0000334,T0000334,2025-11-25,0.00034658,25484274.82,838924.9,24645349.93,1395019.81,23250330.12,COMM_202511_B004,POSTED
CM0000335,T0000335,2025-11-25,0.0004064,8899291.3,101684.95,8797606.36,497977.72,8299628.64,COMM_202511_B004,POSTED
CM0000336,T0000336,2025-11-25,0.00039739,1422741.03,32035.65,1390705.39,78719.17,1311986.21,COMM_202511_B004,POSTED
CM0000337,T0000337,2025-11-25,0.00042557,5451410.45,110268.68,5341141.78,302328.78,5038813.0,COMM_202511_B005,POSTED
CM0000338,T0000338,2025-11-25,0.00042987,11374513.42,137982.15,11236531.28,636030.07,10600501.21,COMM_202511_B005,POSTED
CM0000339,T0000339,2025-11-25,0.00042245,9919024.95,283571.21,9635453.74,545403.04,9090050.7,COMM_202511_B005,POSTED
CM0000340,T0000340,2025-11-25,0.00043906,5644567.19,61549.78,5583017.42,316019.85,5266997.56,COMM_202511_B005,POSTED
CM0000341,T0000341,2025-11-25,0.00023039,6688173.58,186110.41,6502063.17,368041.31,6134021.85,COMM_202511_B006,POSTED
CM0000342,T0000342,2025-11-25,0.00021924,3542735.33,40215.68,3502519.65,198255.83,3304263.82,COMM_202511_B006,POSTED
CM0000343,T0000343,2025-11-25,0.0004422,6428688.58,147352.94,6281335.64,355547.3,5925788.34,COMM_202511_B006,POSTED
CM0000344,T0000344,2025-11-25,0.0004249,12342481.55,365160.71,11977320.84,677961.56,11299359.28,COMM_202511_B006,POSTED
CM0000345,T0000345,2025-11-25,0.00033921,20395588.02,637944.77,19757643.25,1118357.16,18639286.08,COMM_202511_B007,POSTED
CM0000346,T0000346,2025-11-25,0.00044972,9867157.48,204061.91,9663095.57,546967.67,9116127.89,COMM_202511_B007,POSTED
CM0000347,T0000347,2025-11-25,0.00034677,664289.81,11457.39,652832.42,36952.78,615879.64,COMM_202511_B007,POSTED
CM0000348,T0000348,2025-11-25,0.00038474,19938560.94,551463.4,19387097.54,1097382.88,18289714.66,COMM_202511_B007,POSTED
CM0000349,T0000349,2025-11-25,0.00021562,12826254.72,356994.47,12469260.25,705807.18,11763453.07,COMM_202511_B008,POSTED
CM0000350,T0000350,2025-11-25,0.00040027,6311254.28,71722.02,6239532.26,353181.07,5886351.19,COMM_202511_B008,POSTED
CM0000351,T0000351,2025-11-25,0.00023375,9498310.33,134624.9,9363685.43,530019.93,8833665.5,COMM_202511_B008,POSTED
CM0000352,T0000352,2025-11-25,0.00041509,3816890.39,93224.13,3723666.26,210773.56,3512892.7,COMM_202511_B008,POSTED
CM0000353,T0000353,2025-12-25,0.00030948,22220678.21,345809.04,21874869.16,1238200.14,20636669.02,COMM_202512_B001,POSTED
CM0000354,T0000354,2025-12-25,0.00044472,14426438.34,299617.13,14126821.21,799631.39,13327189.82,COMM_202512_B001,POSTED
CM0000355,T0000355,2025-12-25,0.00037784,19079025.34,388461.39,18690563.95,1057956.45,17632607.5,COMM_202512_B001,POSTED
CM0000356,T0000356,2025-12-25,0.00038498,6537322.27,88691.58,6448630.69,365016.83,6083613.86,COMM_202512_B001,POSTED
CM0000357,T0000357,2025-12-25,0.00042358,18850516.01,519616.43,18330899.57,1037598.09,17293301.48,COMM_202512_B002,POSTED
CM0000358,T0000358,2025-12-25,0.00045241,27808192.92,313299.11,27494893.81,1556314.74,25938579.07,COMM_202512_B002,POSTED
CM0000359,T0000359,2025-12-25,0.00040304,22012550.91,478794.44,21533756.47,1218891.88,20314864.59,COMM_202512_B002,POSTED
CM0000360,T0000360,2025-12-25,0.00024195,9347249.55,280693.13,9066556.42,513201.31,8553355.12,COMM_202512_B002,POSTED
CM0000361,T0000361,2025-12-25,0.00033919,10870754.22,173745.14,10697009.08,605491.08,10091518.0,COMM_202512_B003,POSTED
CM0000362,T0000362,2025-12-25,0.00037212,8808774.07,293524.66,8515249.4,481995.25,8033254.15,COMM_202512_B003,POSTED
CM0000363,T0000363,2025-12-25,0.00042583,4826057.89,86271.24,4739786.65,268289.81,4471496.84,COMM_202512_B003,POSTED
CM0000364,T0000364,2025-12-25,0.00023554,26061389.39,336465.44,25724923.95,1456127.77,24268796.18,COMM_202512_B003,POSTED
CM0000365,T0000365,2025-12-25,0.00038369,3852456.57,58881.42,3793575.16,214730.67,3578844.49,COMM_202512_B004,POSTED
CM0000366,T0000366,2025-12-25,0.0003953,1716090.96,42729.82,1673361.14,94718.56,1578642.59,COMM_202512_B004,POSTED
CM0000367,T0000367,2025-12-25,0.00042242,30408492.8,403252.14,30005240.66,1698409.85,28306830.81,COMM_202512_B004,POSTED
CM0000368,T0000368,2025-12-25,0.00031055,6711747.55,149566.05,6562181.49,371444.24,6190737.26,COMM_202512_B004,POSTED
CM0000369,T0000369,2025-12-25,0.0003188,12088410.31,268788.42,11819621.89,669035.2,11150586.69,COMM_202512_B005,POSTED
CM0000370,T0000370,2025-12-25,0.0004115,5069500.63,79397.44,4990103.19,282458.67,4707644.52,COMM_202512_B005,POSTED
CM0000371,T0000371,2025-12-25,0.00039659,9525259.05,278929.77,9246329.29,523377.13,8722952.16,COMM_202512_B005,POSTED
CM0000372,T0000372,2025-12-25,0.00041327,8467366.38,131672.93,8335693.46,471831.71,7863861.75,COMM_202512_B005,POSTED
CM0000373,T0000373,2025-12-25,0.00040534,957577.6,24617.45,932960.15,52809.07,880151.09,COMM_202512_B006,POSTED
CM0000374,T0000374,2025-12-25,0.0003947,17520528.58,207472.29,17313056.29,979984.32,16333071.97,COMM_202512_B006,POSTED
CM0000375,T0000375,2025-12-25,0.00035962,6808325.79,213156.65,6595169.13,373311.46,6221857.67,COMM_202512_B006,POSTED
CM0000376,T0000376,2025-12-25,0.00022098,5865709.34,136452.41,5729256.94,324297.56,5404959.37,COMM_202512_B006,POSTED
CM0000377,T0000377,2025-12-25,0.00032784,31987228.49,639437.6,31347790.89,1774403.26,29573387.63,COMM_202512_B007,POSTED
CM0000378,T0000378,2025-12-25,0.00022564,163467.6,1952.4,161515.2,9142.37,152372.83,COMM_202512_B007,POSTED
CM0000379,T0000379,2025-12-25,0.00034408,1591774.05,49417.42,1542356.63,87303.21,1455053.43,COMM_202512_B007,POSTED
CM0000380,T0000380,2025-12-25,0.00037494,20815314.35,368702.68,20446611.67,1157355.38,19289256.29,COMM_202512_B007,POSTED
CM0000381,T0000381,2025-12-25,0.00033235,7824270.82,240182.62,7584088.2,429288.01,7154800.18,COMM_202512_B008,POSTED
CM0000382,T0000382,2025-12-25,0.00045343,1274187.76,36057.82,1238129.94,70082.83,1168047.11,COMM_202512_B008,POSTED
CM0000383,T0000383,2025-12-25,0.00034016,19903354.68,311606.57,19591748.12,1108966.87,18482781.24,COMM_202512_B008,POSTED
CM0000384,T0000384,2025-12-25,0.00038552,6136071.52,158289.95,5977781.57,338364.99,5639416.58,COMM_202512_B008,POSTED
